Timestamp,switching_state_bdc1,switching_state_bdc2,counter_value,device_temperature_c,operating_hours,signal_quality,sensing_distance_margin_pct,device_status_code,strokes_in_interval,last_cycle_time_seconds
2026-01-01 00:40:00,False,True,1500029,50.2,8000,255,100.0,0,1,21.38
2026-01-01 00:41:00,True,False,1500030,48.6,8000,255,100.0,0,1,21.61
2026-01-01 00:42:00,False,True,1500031,47.4,8000,255,100.0,0,1,21.91
2026-01-01 00:43:00,True,False,1500031,47.8,8000,255,100.0,0,0,0.0
2026-01-01 00:44:00,False,True,1500032,46.4,8000,255,100.0,0,1,22.02
2026-01-01 00:45:00,False,True,1500033,47.2,8000,255,100.0,0,1,22.42
2026-01-01 00:46:00,False,True,1500034,47.4,8000,255,100.0,0,1,22.25
2026-01-01 00:47:00,False,True,1500035,47.1,8000,255,100.0,0,1,22.29
2026-01-01 00:48:00,False,True,1500035,47.2,8000,255,100.0,0,0,0.0
2026-01-01 00:49:00,False,True,1500036,47.4,8000,255,100.0,0,1,21.86
2026-01-01 00:50:00,False,True,1500037,47.3,8000,255,100.0,0,1,21.96
2026-01-01 00:51:00,False,True,1500038,45.9,8000,255,100.0,0,1,22.07
2026-01-01 00:52:00,False,True,1500038,48.2,8000,255,100.0,0,0,0.0
2026-01-01 00:53:00,False,True,1500039,47.8,8000,255,100.0,0,1,21.92
2026-01-01 00:54:00,True,False,1500040,45.5,8000,255,100.0,0,1,21.96
2026-01-01 00:55:00,False,True,1500041,45.2,8000,255,100.0,0,1,21.75
2026-01-01 00:56:00,False,True,1500042,45.2,8000,255,100.0,0,1,22.18
2026-01-01 00:57:00,False,True,1500043,46.4,8000,255,100.0,0,1,22.03
2026-01-01 00:58:00,True,False,1500043,45.3,8000,255,100.0,0,0,0.0
2026-01-01 00:59:00,False,True,1500044,44.6,8000,255,100.0,0,1,22.28
2026-01-01 01:00:00,False,True,1500045,45.8,8000,255,100.0,0,1,22.25
2026-01-01 01:01:00,False,True,1500046,43.8,8000,255,100.0,0,1,21.97
2026-01-01 01:02:00,False,True,1500047,43.4,8000,255,100.0,0,1,22.05
2026-01-01 01:03:00,False,True,1500048,44.6,8000,255,100.0,0,1,22.28
2026-01-01 01:04:00,True,False,1500049,43.8,8000,255,100.0,0,1,22.47
2026-01-01 01:05:00,False,True,1500050,45.0,8000,255,100.0,0,1,22.36
2026-01-01 01:06:00,False,True,1500050,43.8,8000,255,100.0,0,0,0.0
2026-01-01 01:07:00,False,True,1500051,44.0,8000,255,100.0,0,1,22.59
2026-01-01 01:08:00,False,True,1500051,45.3,8000,255,100.0,0,0,0.0
2026-01-01 01:09:00,True,False,1500051,45.3,8000,255,100.0,0,0,0.0
2026-01-01 01:10:00,False,True,1500052,46.1,8000,255,100.0,0,1,22.23
2026-01-01 01:11:00,False,True,1500052,45.6,8000,255,100.0,0,0,0.0
2026-01-01 01:12:00,False,True,1500052,44.3,8000,255,100.0,0,0,0.0
2026-01-01 01:13:00,False,True,1500052,43.9,8000,255,100.0,0,0,0.0
2026-01-01 01:14:00,False,True,1500052,42.1,8000,255,100.0,0,0,0.0
2026-01-01 01:15:00,False,True,1500053,39.8,8000,255,100.0,0,1,23.05
2026-01-01 01:16:00,False,True,1500054,38.8,8000,255,100.0,0,1,23.06
2026-01-01 01:17:00,False,True,1500055,40.3,8000,255,100.0,0,1,22.78
2026-01-01 01:18:00,False,True,1500056,39.3,8000,255,100.0,0,1,22.8
2026-01-01 01:19:00,False,True,1500056,38.1,8000,255,100.0,0,0,0.0
2026-01-01 01:20:00,False,True,1500056,39.0,8000,255,100.0,0,0,0.0
2026-01-01 01:21:00,False,True,1500057,40.7,8000,255,100.0,0,1,22.74
2026-01-01 01:22:00,False,True,1500058,39.1,8000,255,100.0,0,1,22.97
2026-01-01 01:23:00,False,True,1500059,38.2,8000,255,100.0,0,1,22.84
2026-01-01 01:24:00,False,True,1500060,37.2,8000,255,100.0,0,1,22.77
2026-01-01 01:25:00,True,False,1500060,35.8,8000,255,100.0,0,0,0.0
2026-01-01 01:26:00,False,True,1500061,37.7,8000,255,100.0,0,1,22.73
2026-01-01 01:27:00,False,True,1500062,37.9,8000,255,100.0,0,1,22.98
2026-01-01 01:28:00,False,True,1500062,37.5,8000,255,100.0,0,0,0.0
2026-01-01 01:29:00,False,True,1500063,37.1,8000,255,100.0,0,1,22.69
2026-01-01 01:30:00,False,True,1500064,35.7,8000,255,100.0,0,1,22.65
2026-01-01 01:31:00,False,True,1500064,34.7,8000,255,100.0,0,0,0.0
2026-01-01 01:32:00,False,True,1500065,34.0,8000,255,100.0,0,1,22.53
2026-01-01 01:33:00,True,False,1500066,34.9,8000,255,100.0,0,1,22.31
2026-01-01 01:34:00,False,True,1500067,34.6,8000,255,100.0,0,1,22.74
2026-01-01 01:35:00,False,True,1500067,35.8,8000,255,100.0,0,0,0.0
2026-01-01 01:36:00,False,True,1500068,34.1,8000,255,100.0,0,1,22.42
2026-01-01 01:37:00,False,True,1500069,34.2,8000,255,100.0,0,1,22.6
2026-01-01 01:38:00,False,True,1500070,34.9,8000,255,100.0,0,1,22.23
2026-01-01 01:39:00,False,True,1500071,35.2,8000,255,100.0,0,1,22.22
2026-01-01 01:40:00,False,True,1500071,35.2,8000,255,100.0,0,0,0.0
2026-01-01 01:41:00,False,True,1500071,36.7,8000,255,100.0,0,0,0.0
2026-01-01 01:42:00,True,False,1500072,38.0,8000,255,100.0,0,1,21.99
2026-01-01 01:43:00,False,True,1500073,37.1,8000,255,100.0,0,1,21.89
2026-01-01 01:44:00,True,False,1500073,37.9,8000,255,100.0,0,0,0.0
2026-01-01 01:45:00,True,False,1500074,39.2,8000,255,100.0,0,1,22.34
2026-01-01 01:46:00,False,True,1500075,40.1,8000,255,100.0,0,1,22.32
2026-01-01 01:47:00,False,True,1500075,40.8,8000,255,100.0,0,0,0.0
2026-01-01 01:48:00,False,True,1500076,41.8,8000,255,100.0,0,1,21.91
2026-01-01 01:49:00,True,False,1500077,40.6,8000,255,100.0,0,1,21.46
2026-01-01 01:50:00,False,True,1500078,39.8,8000,255,100.0,0,1,21.54
2026-01-01 01:51:00,True,False,1500079,40.9,8000,255,100.0,0,1,21.46
2026-01-01 01:52:00,False,True,1500079,41.3,8000,255,100.0,0,0,0.0
2026-01-01 01:53:00,True,False,1500079,41.5,8000,255,100.0,0,0,0.0
2026-01-01 01:54:00,True,False,1500080,39.9,8000,255,100.0,0,1,21.24
2026-01-01 01:55:00,True,False,1500081,40.5,8000,255,100.0,0,1,21.06
2026-01-01 01:56:00,False,True,1500081,38.9,8000,255,100.0,0,0,0.0
2026-01-01 01:57:00,False,True,1500082,38.5,8000,255,100.0,0,1,21.32
2026-01-01 01:58:00,False,True,1500083,38.1,8000,255,100.0,0,1,21.49
2026-01-01 01:59:00,False,True,1500084,37.3,8000,255,100.0,0,1,21.62
2026-01-01 02:00:00,False,True,1500085,37.5,8000,255,100.0,0,1,21.35
2026-01-01 02:01:00,False,True,1500086,38.5,8000,255,100.0,0,1,21.54
2026-01-01 02:02:00,False,True,1500087,38.9,8000,255,100.0,0,1,21.79
2026-01-01 02:03:00,False,True,1500088,37.5,8000,255,100.0,0,1,21.83
2026-01-01 02:04:00,False,True,1500089,38.6,8000,255,100.0,0,1,21.7
2026-01-01 02:05:00,False,True,1500090,38.6,8000,255,100.0,0,1,21.54
2026-01-01 02:06:00,True,False,1500091,38.3,8000,255,100.0,0,1,21.67
2026-01-01 02:07:00,False,True,1500092,39.0,8000,255,100.0,0,1,21.67
2026-01-01 02:08:00,True,False,1500093,37.5,8000,255,100.0,0,1,21.84
2026-01-01 02:09:00,False,True,1500094,37.4,8000,255,100.0,0,1,21.91
2026-01-01 02:10:00,False,True,1500095,36.6,8000,255,100.0,0,1,21.76
2026-01-01 02:11:00,True,False,1500096,37.1,8000,255,100.0,0,1,21.72
2026-01-01 02:12:00,False,True,1500097,37.1,8000,255,100.0,0,1,21.7
2026-01-01 02:13:00,False,True,1500097,37.2,8000,255,100.0,0,0,0.0
2026-01-01 02:14:00,False,True,1500098,38.8,8000,255,100.0,0,1,21.89
2026-01-01 02:15:00,False,True,1500098,37.4,8000,255,100.0,0,0,0.0
2026-01-01 02:16:00,False,True,1500099,38.8,8000,255,100.0,0,1,22.31
2026-01-01 02:17:00,False,True,1500100,38.4,8000,255,100.0,0,1,22.29
2026-01-01 02:18:00,False,True,1500100,38.3,8000,255,100.0,0,0,0.0
2026-01-01 02:19:00,True,False,1500101,38.4,8000,255,100.0,0,1,22.28
2026-01-01 02:20:00,True,False,1500102,37.6,8000,255,100.0,0,1,22.3
2026-01-01 02:21:00,False,True,1500103,36.1,8000,255,100.0,0,1,22.21
2026-01-01 02:22:00,False,True,1500104,36.3,8000,255,100.0,0,1,22.29
2026-01-01 02:23:00,False,True,1500104,36.3,8000,255,100.0,0,0,0.0
2026-01-01 02:24:00,False,True,1500104,36.5,8000,255,100.0,0,0,0.0
2026-01-01 02:25:00,False,True,1500105,36.8,8000,255,100.0,0,1,22.51
2026-01-01 02:26:00,True,False,1500106,39.0,8000,255,100.0,0,1,22.71
2026-01-01 02:27:00,False,True,1500106,38.6,8000,255,100.0,0,0,0.0
2026-01-01 02:28:00,False,True,1500107,36.9,8000,255,100.0,0,1,22.8
2026-01-01 02:29:00,False,True,1500107,36.6,8000,255,100.0,0,0,0.0
2026-01-01 02:30:00,False,True,1500107,36.5,8000,255,100.0,0,0,0.0
2026-01-01 02:31:00,False,True,1500107,35.8,8000,255,100.0,0,0,0.0
2026-01-01 02:32:00,False,True,1500108,33.1,8000,255,100.0,0,1,22.16
2026-01-01 02:33:00,False,True,1500109,32.3,8000,255,100.0,0,1,22.28
2026-01-01 02:34:00,True,False,1500110,32.5,8000,255,100.0,0,1,22.25
2026-01-01 02:35:00,False,True,1500110,32.8,8000,255,100.0,0,0,0.0
2026-01-01 02:36:00,False,True,1500110,34.4,8000,255,100.0,0,0,0.0
2026-01-01 02:37:00,False,True,1500110,34.1,8000,255,100.0,0,0,0.0
2026-01-01 02:38:00,False,True,1500111,32.8,8000,255,100.0,0,1,22.23
2026-01-01 02:39:00,False,True,1500112,31.7,8000,255,100.0,0,1,22.08
2026-01-01 02:40:00,False,True,1500113,30.2,8000,255,100.0,0,1,22.16
2026-01-01 02:41:00,False,True,1500114,32.2,8000,255,100.0,0,1,22.17
2026-01-01 02:42:00,False,True,1500115,31.9,8000,255,100.0,0,1,22.65
2026-01-01 02:43:00,True,False,1500116,32.9,8000,255,100.0,0,1,22.55
2026-01-01 02:44:00,True,False,1500117,32.7,8000,255,100.0,0,1,22.46
2026-01-01 02:45:00,False,True,1500118,30.7,8000,255,100.0,0,1,22.38
2026-01-01 02:46:00,False,True,1500119,30.5,8000,255,100.0,0,1,22.57
2026-01-01 02:47:00,False,True,1500120,27.1,8000,255,100.0,0,1,22.23
2026-01-01 02:48:00,False,True,1500120,27.2,8000,255,100.0,0,0,0.0
2026-01-01 02:49:00,False,True,1500120,26.7,8000,255,100.0,0,0,0.0
2026-01-01 02:50:00,False,True,1500121,26.6,8000,255,100.0,0,1,21.69
2026-01-01 02:51:00,False,True,1500122,25.7,8000,255,100.0,0,1,21.54
2026-01-01 02:52:00,False,True,1500123,24.5,8000,255,100.0,0,1,21.5
2026-01-01 02:53:00,False,True,1500123,24.2,8000,255,100.0,0,0,0.0
2026-01-01 02:54:00,False,True,1500123,26.3,8000,255,100.0,0,0,0.0
2026-01-01 02:55:00,True,False,1500123,27.5,8000,255,100.0,0,0,0.0
2026-01-01 02:56:00,True,False,1500123,28.7,8000,255,100.0,0,0,0.0
2026-01-01 02:57:00,False,True,1500124,29.8,8000,255,100.0,0,1,21.14
2026-01-01 02:58:00,True,False,1500125,30.0,8000,255,100.0,0,1,21.08
2026-01-01 02:59:00,False,True,1500125,27.9,8000,255,100.0,0,0,0.0
2026-01-01 03:00:00,False,True,1500126,29.1,8000,255,100.0,0,1,20.97
2026-01-01 03:01:00,True,False,1500127,28.7,8000,255,100.0,0,1,20.97
2026-01-01 03:02:00,False,True,1500128,27.6,8000,255,100.0,0,1,20.99
2026-01-01 03:03:00,False,True,1500129,27.8,8000,255,100.0,0,1,21.24
2026-01-01 03:04:00,False,True,1500130,27.3,8000,255,100.0,0,1,21.44
2026-01-01 03:05:00,False,True,1500130,28.3,8000,255,100.0,0,0,0.0
2026-01-01 03:06:00,False,True,1500130,26.5,8000,255,100.0,0,0,0.0
2026-01-01 03:07:00,False,True,1500130,27.5,8000,255,100.0,0,0,0.0
2026-01-01 03:08:00,False,True,1500130,26.9,8000,255,100.0,0,0,0.0
2026-01-01 03:09:00,False,True,1500131,27.7,8000,255,100.0,0,1,21.61
2026-01-01 03:10:00,False,True,1500132,27.5,8000,255,100.0,0,1,21.62
2026-01-01 03:11:00,False,True,1500133,28.2,8000,255,100.0,0,1,21.37
2026-01-01 03:12:00,False,True,1500134,29.3,8000,255,100.0,0,1,21.41
2026-01-01 03:13:00,False,True,1500135,30.0,8000,255,100.0,0,1,21.2
2026-01-01 03:14:00,False,True,1500135,30.8,8000,255,100.0,0,0,0.0
2026-01-01 03:15:00,False,True,1500135,28.3,8000,255,100.0,0,0,0.0
2026-01-01 03:16:00,False,True,1500136,26.1,8000,255,100.0,0,1,21.69
2026-01-01 03:17:00,False,True,1500136,25.7,8000,255,100.0,0,0,0.0
2026-01-01 03:18:00,False,True,1500137,26.5,8000,255,100.0,0,1,21.9
2026-01-01 03:19:00,True,False,1500138,26.4,8000,255,100.0,0,1,21.66
2026-01-01 03:20:00,False,True,1500139,24.0,8000,255,100.0,0,1,21.85
2026-01-01 03:21:00,False,True,1500140,24.3,8000,255,100.0,0,1,21.59
2026-01-01 03:22:00,False,True,1500140,23.4,8000,255,100.0,0,0,0.0
2026-01-01 03:23:00,True,False,1500141,23.6,8000,255,100.0,0,1,21.36
2026-01-01 03:24:00,False,True,1500142,23.5,8000,255,100.0,0,1,21.64
2026-01-01 03:25:00,True,False,1500142,22.9,8000,255,100.0,0,0,0.0
2026-01-01 03:26:00,False,True,1500142,22.1,8000,255,100.0,0,0,0.0
2026-01-01 03:27:00,False,True,1500143,23.1,8000,255,100.0,0,1,21.45
2026-01-01 03:28:00,False,True,1500144,24.0,8000,255,100.0,0,1,21.36
2026-01-01 03:29:00,True,False,1500145,24.1,8000,255,100.0,0,1,21.54
2026-01-01 03:30:00,True,False,1500146,24.4,8000,255,100.0,0,1,21.55
2026-01-01 03:31:00,False,True,1500146,23.2,8000,255,100.0,0,0,0.0
2026-01-01 03:32:00,True,False,1500147,22.7,8000,255,100.0,0,1,21.42
2026-01-01 03:33:00,True,False,1500148,21.0,8000,255,100.0,0,1,21.51
2026-01-01 03:34:00,False,True,1500149,20.5,8000,255,100.0,0,1,21.39
2026-01-01 03:35:00,False,True,1500150,18.7,8000,255,100.0,0,1,21.91
2026-01-01 03:36:00,False,True,1500151,18.9,8000,255,100.0,0,1,21.84
2026-01-01 03:37:00,True,False,1500151,18.0,8000,255,100.0,0,0,0.0
2026-01-01 03:38:00,True,False,1500151,15.7,8000,255,100.0,0,0,0.0
2026-01-01 03:39:00,False,True,1500151,16.4,8000,255,100.0,0,0,0.0
2026-01-01 03:40:00,False,True,1500152,15.2,8000,255,100.0,0,1,21.66
2026-01-01 03:41:00,False,True,1500153,17.5,8000,255,100.0,0,1,21.95
2026-01-01 03:42:00,False,True,1500154,19.5,8000,255,100.0,0,1,22.2
2026-01-01 03:43:00,True,False,1500155,19.5,8000,255,100.0,0,1,22.17
2026-01-01 03:44:00,False,True,1500155,19.6,8000,255,100.0,0,0,0.0
2026-01-01 03:45:00,False,True,1500156,19.5,8000,255,100.0,0,1,21.69
2026-01-01 03:46:00,False,True,1500156,18.2,8000,255,100.0,0,0,0.0
2026-01-01 03:47:00,True,False,1500157,17.8,8000,255,100.0,0,1,21.64
2026-01-01 03:48:00,True,False,1500158,16.8,8000,255,100.0,0,1,21.77
2026-01-01 03:49:00,False,True,1500159,18.0,8000,255,100.0,0,1,21.72
2026-01-01 03:50:00,False,True,1500160,17.9,8000,255,100.0,0,1,21.6
2026-01-01 03:51:00,False,True,1500160,19.2,8000,255,100.0,0,0,0.0
2026-01-01 03:52:00,False,True,1500161,19.5,8000,255,100.0,0,1,22.28
2026-01-01 03:53:00,False,True,1500162,19.5,8000,255,100.0,0,1,22.33
2026-01-01 03:54:00,False,True,1500163,20.6,8000,255,100.0,0,1,21.99
2026-01-01 03:55:00,False,True,1500164,20.8,8000,255,100.0,0,1,21.74
2026-01-01 03:56:00,False,True,1500165,19.6,8000,255,100.0,0,1,22.18
2026-01-01 03:57:00,False,True,1500165,20.1,8000,255,100.0,0,0,0.0
2026-01-01 03:58:00,False,True,1500166,21.2,8000,255,100.0,0,1,22.28
2026-01-01 03:59:00,False,True,1500167,22.6,8000,255,100.0,0,1,21.95
2026-01-01 04:00:00,False,True,1500167,22.4,8001,255,100.0,0,0,0.0
2026-01-01 04:01:00,True,False,1500168,23.5,8001,255,100.0,0,1,21.91
2026-01-01 04:02:00,False,True,1500169,23.6,8001,255,100.0,0,1,22.2
2026-01-01 04:03:00,False,True,1500170,23.0,8001,255,100.0,0,1,22.34
2026-01-01 04:04:00,False,True,1500171,23.0,8001,255,100.0,0,1,22.12
2026-01-01 04:05:00,True,False,1500171,24.5,8001,255,100.0,0,0,0.0
2026-01-01 04:06:00,False,True,1500172,26.0,8001,255,100.0,0,1,22.57
2026-01-01 04:07:00,False,True,1500172,26.6,8001,255,100.0,0,0,0.0
2026-01-01 04:08:00,True,False,1500173,24.8,8001,255,100.0,0,1,22.66
2026-01-01 04:09:00,False,True,1500174,23.9,8001,255,100.0,0,1,22.54
2026-01-01 04:10:00,False,True,1500175,27.7,8001,255,100.0,0,1,22.5
2026-01-01 04:11:00,False,True,1500175,27.8,8001,255,100.0,0,0,0.0
2026-01-01 04:12:00,True,False,1500176,28.5,8001,255,100.0,0,1,22.29
2026-01-01 04:13:00,False,True,1500177,29.6,8001,255,100.0,0,1,22.86
2026-01-01 04:14:00,False,True,1500178,32.3,8001,255,100.0,0,1,22.58
2026-01-01 04:15:00,False,True,1500179,32.9,8001,255,100.0,0,1,22.68
2026-01-01 04:16:00,False,True,1500179,33.9,8001,255,100.0,0,0,0.0
2026-01-01 04:17:00,False,True,1500180,33.6,8001,255,100.0,0,1,22.5
2026-01-01 04:18:00,False,True,1500181,34.6,8001,255,100.0,0,1,22.29
2026-01-01 04:19:00,False,True,1500181,35.3,8001,255,100.0,0,0,0.0
2026-01-01 04:20:00,False,True,1500182,33.3,8001,255,100.0,0,1,22.15
2026-01-01 04:21:00,False,True,1500183,34.2,8001,255,100.0,0,1,22.04
2026-01-01 04:22:00,True,False,1500184,32.8,8001,255,100.0,0,1,22.09
2026-01-01 04:23:00,False,True,1500185,33.1,8001,255,100.0,0,1,22.02
2026-01-01 04:24:00,False,True,1500185,30.6,8001,255,100.0,0,0,0.0
2026-01-01 04:25:00,False,True,1500186,31.4,8001,255,100.0,0,1,22.04
2026-01-01 04:26:00,False,True,1500186,30.3,8001,255,100.0,0,0,0.0
2026-01-01 04:27:00,False,True,1500187,30.6,8001,255,100.0,0,1,22.35
2026-01-01 04:28:00,True,False,1500188,31.0,8001,255,100.0,0,1,22.26
2026-01-01 04:29:00,False,True,1500189,31.3,8001,255,100.0,0,1,22.13
2026-01-01 04:30:00,False,True,1500190,31.2,8001,255,100.0,0,1,21.99
2026-01-01 04:31:00,False,True,1500191,29.5,8001,255,100.0,0,1,21.71
2026-01-01 04:32:00,False,True,1500192,31.3,8001,255,100.0,0,1,21.68
2026-01-01 04:33:00,False,True,1500193,31.1,8001,255,100.0,0,1,21.76
2026-01-01 04:34:00,False,True,1500193,31.6,8001,255,100.0,0,0,0.0
2026-01-01 04:35:00,False,True,1500194,30.8,8001,255,100.0,0,1,22.08
2026-01-01 04:36:00,False,True,1500194,31.2,8001,255,100.0,0,0,0.0
2026-01-01 04:37:00,False,True,1500195,31.7,8001,255,100.0,0,1,22.23
2026-01-01 04:38:00,False,True,1500196,32.0,8001,255,100.0,0,1,22.33
2026-01-01 04:39:00,False,True,1500197,31.7,8001,255,100.0,0,1,22.33
2026-01-01 04:40:00,False,True,1500198,33.1,8001,255,100.0,0,1,22.17
2026-01-01 04:41:00,True,False,1500199,34.4,8001,255,100.0,0,1,22.36
2026-01-01 04:42:00,False,True,1500199,35.5,8001,255,100.0,0,0,0.0
2026-01-01 04:43:00,False,True,1500200,36.3,8001,255,100.0,0,1,22.4
2026-01-01 04:44:00,False,True,1500200,38.3,8001,255,100.0,0,0,0.0
2026-01-01 04:45:00,True,False,1500201,37.9,8001,255,100.0,0,1,22.53
2026-01-01 04:46:00,False,True,1500201,37.9,8001,255,100.0,0,0,0.0
2026-01-01 04:47:00,False,True,1500202,39.4,8001,255,100.0,0,1,22.58
2026-01-01 04:48:00,False,True,1500202,41.4,8001,255,100.0,0,0,0.0
2026-01-01 04:49:00,True,False,1500202,41.4,8001,255,100.0,0,0,0.0
2026-01-01 04:50:00,False,True,1500203,42.6,8001,255,100.0,0,1,22.38
2026-01-01 04:51:00,False,True,1500204,41.8,8001,255,100.0,0,1,22.4
2026-01-01 04:52:00,False,True,1500205,43.2,8001,255,100.0,0,1,22.61
2026-01-01 04:53:00,False,True,1500206,44.0,8001,255,100.0,0,1,22.5
2026-01-01 04:54:00,False,True,1500207,45.2,8001,255,100.0,0,1,22.35
2026-01-01 04:55:00,False,True,1500207,44.8,8001,255,100.0,0,0,0.0
2026-01-01 04:56:00,False,True,1500208,44.8,8001,255,100.0,0,1,22.27
2026-01-01 04:57:00,False,True,1500209,44.7,8001,255,100.0,0,1,21.96
2026-01-01 04:58:00,False,True,1500210,46.0,8001,255,100.0,0,1,22.21
2026-01-01 04:59:00,False,True,1500210,45.6,8001,255,100.0,0,0,0.0
2026-01-01 05:00:00,False,True,1500211,46.6,8001,255,100.0,0,1,21.9
2026-01-01 05:01:00,False,True,1500211,47.1,8001,255,100.0,0,0,0.0
2026-01-01 05:02:00,False,True,1500212,47.4,8001,255,100.0,0,1,21.83
2026-01-01 05:03:00,False,True,1500213,47.2,8001,255,100.0,0,1,22.03
2026-01-01 05:04:00,False,True,1500214,46.4,8001,255,100.0,0,1,22.05
2026-01-01 05:05:00,False,True,1500215,47.5,8001,255,100.0,0,1,22.01
2026-01-01 05:06:00,False,True,1500216,49.2,8001,255,100.0,0,1,22.36
2026-01-01 05:07:00,False,True,1500217,49.9,8001,255,100.0,0,1,21.9
2026-01-01 05:08:00,False,True,1500218,49.4,8001,255,100.0,0,1,21.74
2026-01-01 05:09:00,False,True,1500218,47.7,8001,255,100.0,0,0,0.0
2026-01-01 05:10:00,False,True,1500218,47.1,8001,255,100.0,0,0,0.0
2026-01-01 05:11:00,False,True,1500219,48.0,8001,255,100.0,0,1,21.85
2026-01-01 05:12:00,False,True,1500220,46.8,8001,255,100.0,0,1,22.23
2026-01-01 05:13:00,False,True,1500221,47.3,8001,255,100.0,0,1,22.05
2026-01-01 05:14:00,False,True,1500222,48.1,8001,255,100.0,0,1,22.2
2026-01-01 05:15:00,False,True,1500223,47.9,8001,255,100.0,0,1,22.35
2026-01-01 05:16:00,False,True,1500224,48.6,8001,255,100.0,0,1,22.29
2026-01-01 05:17:00,False,True,1500225,46.7,8001,255,100.0,0,1,22.46
2026-01-01 05:18:00,True,False,1500226,47.0,8001,255,100.0,0,1,22.36
2026-01-01 05:19:00,False,True,1500227,49.3,8001,255,100.0,0,1,22.66
2026-01-01 05:20:00,False,True,1500228,49.9,8001,255,100.0,0,1,22.39
2026-01-01 05:21:00,False,True,1500229,51.9,8001,255,100.0,0,1,22.45
2026-01-01 05:22:00,False,True,1500230,53.4,8001,255,100.0,0,1,22.75
2026-01-01 05:23:00,False,True,1500231,54.0,8001,255,100.0,0,1,22.65
2026-01-01 05:24:00,False,True,1500231,52.9,8001,255,100.0,0,0,0.0
2026-01-01 05:25:00,False,True,1500232,52.6,8001,255,100.0,0,1,22.75
2026-01-01 05:26:00,False,True,1500233,52.0,8001,255,100.0,0,1,23.02
2026-01-01 05:27:00,True,False,1500233,51.3,8001,255,100.0,0,0,0.0
2026-01-01 05:28:00,True,False,1500233,50.1,8001,255,100.0,0,0,0.0
