Timestamp,voltage_v_ln_avg,voltage_v_ll_avg,voltage_v_l1_n,voltage_v_l2_n,voltage_v_l3_n,current_a_avg,current_a_l1,current_a_l2,current_a_l3,current_a_neutral,active_power_kw_total,active_power_kw_l1,active_power_kw_l2,active_power_kw_l3,apparent_power_kva_total,reactive_power_kvar_total,power_factor_avg,power_factor_l1,power_factor_l2,power_factor_l3,frequency_hz,voltage_thd_percent,current_thd_percent,active_energy_kwh,apparent_energy_kvah,rolling_kva_15min,md_proximity_percent
2026-01-01 00:20:00,240.6,416.71,241.14,241.66,238.98,149.92,155.09,156.84,137.85,0.31,105.14,35.69,36.35,33.09,108.21,25.6,0.972,0.972,0.972,0.972,49.9,3.39,9.36,150009.43,157509.9,109.03,72.69
2026-01-01 00:21:00,240.67,416.84,241.25,242.55,238.21,151.8,155.22,153.9,146.29,0.21,106.78,36.99,38.58,31.21,109.6,24.68,0.974,0.974,0.974,0.974,49.92,3.73,8.95,150009.87,157510.36,108.28,72.19
2026-01-01 00:22:00,240.51,416.56,241.66,241.29,238.57,151.74,162.37,160.35,132.5,0.28,106.4,37.51,36.32,32.58,109.48,25.75,0.972,0.972,0.972,0.972,49.94,3.93,9.18,150010.31,157510.83,109.32,72.88
2026-01-01 00:23:00,240.25,416.11,243.71,243.3,233.74,152.57,150.85,145.46,161.39,0.79,106.79,35.8,36.22,34.76,109.96,26.19,0.971,0.971,0.971,0.971,49.98,3.74,9.37,150010.76,157511.3,108.2,72.14
2026-01-01 00:24:00,240.28,416.17,243.58,243.98,233.28,150.54,155.32,154.32,141.97,0.2,105.13,35.57,36.16,33.41,108.51,26.88,0.969,0.969,0.969,0.969,49.99,4.06,9.74,150011.2,157511.76,107.91,71.94
2026-01-01 00:25:00,240.41,416.4,243.03,241.11,237.1,189.95,192.27,190.01,187.56,0.28,132.85,44.25,45.35,43.25,136.99,33.41,0.97,0.97,0.97,0.97,49.97,4.43,11.57,150011.75,157512.34,136.16,90.77
2026-01-01 00:26:00,240.52,416.59,242.45,240.12,239.01,147.88,149.58,144.74,149.32,0.78,102.26,32.46,32.06,37.74,106.7,30.45,0.958,0.958,0.958,0.958,49.94,3.65,10.79,150012.18,157512.79,105.88,70.59
2026-01-01 00:27:00,240.59,416.7,239.52,238.28,243.96,149.47,139.4,144.52,164.48,0.74,104.8,34.01,33.93,36.85,107.87,25.58,0.971,0.971,0.971,0.971,49.93,3.72,10.58,150012.61,157513.24,107.61,71.74
2026-01-01 00:28:00,240.57,416.67,237.67,238.81,245.22,149.91,144.89,144.88,159.97,0.0,104.42,33.76,35.65,35.01,108.19,28.29,0.965,0.965,0.965,0.965,49.96,3.41,10.84,150013.05,157513.7,105.62,70.42
2026-01-01 00:29:00,240.42,416.41,240.49,241.86,238.91,149.9,150.54,154.93,144.22,0.71,103.2,34.74,34.69,33.77,108.11,32.2,0.955,0.955,0.955,0.955,49.97,3.08,10.8,150013.48,157514.15,105.4,70.27
2026-01-01 00:30:00,239.79,415.32,239.06,239.38,240.95,149.97,152.04,152.36,145.51,0.07,102.37,34.46,34.8,33.11,107.88,34.03,0.949,0.949,0.949,0.949,49.96,3.22,10.67,150013.91,157514.6,107.02,71.35
2026-01-01 00:31:00,239.92,415.53,240.56,240.39,238.8,192.75,198.68,201.18,178.38,0.46,131.35,44.33,44.31,42.71,138.72,44.61,0.947,0.947,0.947,0.947,49.95,3.61,12.95,150014.45,157515.18,139.13,92.75
2026-01-01 00:32:00,239.84,415.4,241.98,240.44,237.09,154.0,157.91,159.31,144.79,0.23,104.58,35.81,35.2,33.56,110.8,36.6,0.944,0.944,0.944,0.944,49.99,3.46,11.29,150014.89,157515.63,110.19,73.46
2026-01-01 00:33:00,239.15,414.21,241.72,240.84,234.9,152.98,149.3,149.1,160.55,0.04,103.72,33.38,33.44,36.9,109.75,35.89,0.945,0.945,0.945,0.945,50.01,3.52,10.79,150015.32,157516.09,111.59,74.39
2026-01-01 00:34:00,239.31,414.49,241.54,242.21,234.19,192.62,190.29,190.67,196.88,0.05,130.36,41.27,41.69,47.39,138.28,46.13,0.943,0.943,0.943,0.943,50.01,4.14,11.65,150015.86,157516.66,137.92,91.95
2026-01-01 00:35:00,239.65,415.08,240.83,241.52,236.61,152.58,150.63,149.84,157.27,0.09,103.36,33.04,33.06,37.26,109.69,36.71,0.942,0.942,0.942,0.942,50.05,3.62,11.17,150016.29,157517.11,111.94,74.63
2026-01-01 00:36:00,239.97,415.62,241.02,240.91,237.98,151.99,144.62,143.99,167.35,0.12,103.08,33.1,33.64,36.34,109.41,36.66,0.942,0.942,0.942,0.942,50.04,3.76,11.34,150016.72,157517.56,109.51,73.01
2026-01-01 00:37:00,240.26,416.12,242.44,242.72,235.61,191.63,189.79,184.06,201.03,0.59,130.64,41.55,41.37,47.72,138.11,44.8,0.946,0.946,0.946,0.946,50.01,4.3,12.43,150017.27,157518.13,138.54,92.36
2026-01-01 00:38:00,240.6,416.71,241.9,242.82,237.08,151.64,149.36,154.43,151.12,1.2,103.86,35.8,35.82,32.23,109.44,34.53,0.949,0.949,0.949,0.949,50.0,4.11,10.56,150017.7,157518.59,111.34,74.22
2026-01-01 00:39:00,240.82,417.1,242.17,242.02,238.27,152.37,156.23,156.64,144.23,0.08,103.87,35.45,35.04,33.37,110.07,36.43,0.944,0.944,0.944,0.944,50.0,4.03,10.56,150018.13,157519.04,109.09,72.73
2026-01-01 00:40:00,240.85,417.15,243.98,244.01,234.56,192.52,201.59,212.04,163.92,2.34,131.57,48.87,48.6,34.09,139.09,45.14,0.946,0.946,0.946,0.946,49.98,4.53,11.53,150018.68,157519.62,138.48,92.32
2026-01-01 00:41:00,240.3,416.19,242.67,243.4,234.82,151.07,167.36,164.19,121.64,0.63,103.06,37.42,38.2,27.44,108.89,35.16,0.946,0.946,0.946,0.946,49.98,3.95,9.58,150019.11,157520.07,109.84,73.23
2026-01-01 00:42:00,240.71,416.91,243.73,244.47,233.92,152.44,171.88,166.44,118.99,0.73,104.19,37.25,37.91,29.02,110.07,35.49,0.947,0.947,0.947,0.947,49.97,3.92,9.95,150019.55,157520.52,110.59,73.72
2026-01-01 00:43:00,240.84,417.14,245.8,244.87,231.85,191.92,209.3,201.14,165.33,1.6,133.87,46.95,46.51,40.41,138.66,36.14,0.965,0.965,0.965,0.965,49.97,4.14,12.06,150020.1,157521.11,139.77,93.18
2026-01-01 00:44:00,240.89,417.22,243.7,240.52,238.45,152.0,154.3,162.02,139.67,1.08,106.57,38.77,38.56,29.24,109.84,26.6,0.97,0.97,0.97,0.97,49.98,3.54,10.41,150020.55,157521.57,110.49,73.66
2026-01-01 00:45:00,240.71,416.91,240.36,240.14,241.64,152.85,160.45,164.01,134.1,0.6,106.86,39.06,38.17,29.63,110.37,27.63,0.968,0.968,0.968,0.968,50.02,3.64,9.66,150020.99,157522.04,109.62,73.08
2026-01-01 00:46:00,239.89,415.49,238.95,238.11,242.6,194.17,212.14,209.63,160.74,0.54,135.65,46.88,46.35,42.41,139.73,33.54,0.971,0.971,0.971,0.971,50.02,4.21,11.38,150021.56,157522.64,142.58,95.05
2026-01-01 00:47:00,239.45,414.72,237.86,237.6,242.88,154.39,158.75,153.91,150.51,1.18,107.95,36.87,37.27,33.82,110.9,25.39,0.973,0.973,0.973,0.973,50.01,3.79,9.74,150022.01,157523.11,111.52,74.35
2026-01-01 00:48:00,239.39,414.62,238.76,237.04,242.35,153.69,160.41,164.66,136.0,0.62,107.25,37.03,38.61,31.62,110.37,26.03,0.972,0.972,0.972,0.972,50.02,4.15,10.1,150022.45,157523.58,107.69,71.8
2026-01-01 00:49:00,239.41,414.66,236.76,236.08,245.39,193.8,213.01,214.9,153.47,0.38,133.97,49.28,49.86,34.83,139.18,37.73,0.963,0.963,0.963,0.963,50.01,4.53,10.89,150023.01,157524.16,139.27,92.85
2026-01-01 00:50:00,239.79,415.32,238.85,237.46,243.06,153.05,170.39,170.37,118.4,0.0,105.64,38.01,37.57,30.06,110.1,31.0,0.96,0.96,0.96,0.96,50.02,4.22,9.67,150023.45,157524.63,109.77,73.18
2026-01-01 00:51:00,239.98,415.65,237.99,238.49,243.47,153.54,163.83,161.1,135.69,0.36,105.89,37.07,37.78,31.04,110.54,31.71,0.958,0.958,0.958,0.958,50.0,3.77,9.76,150023.89,157525.09,109.77,73.18
2026-01-01 00:52:00,240.25,416.12,239.49,238.48,242.79,194.14,215.63,210.53,156.27,0.87,133.6,49.12,48.97,35.51,139.92,41.59,0.955,0.955,0.955,0.955,49.96,3.9,11.59,150024.45,157525.67,139.45,92.96
2026-01-01 00:53:00,240.48,416.51,240.22,242.09,239.14,153.5,167.13,166.68,126.7,0.08,105.81,38.32,37.72,29.76,110.74,32.67,0.955,0.955,0.955,0.955,49.97,3.57,10.17,150024.89,157526.14,111.9,74.6
2026-01-01 00:54:00,240.26,416.14,241.62,239.63,239.54,153.7,162.81,160.53,137.75,0.53,106.27,35.7,35.61,34.96,110.78,31.29,0.959,0.959,0.959,0.959,50.0,3.45,10.36,150025.33,157526.6,109.97,73.32
2026-01-01 00:55:00,240.57,416.67,239.51,240.37,241.84,191.53,196.0,196.3,182.29,0.05,131.06,45.42,44.52,41.13,138.22,43.91,0.948,0.948,0.948,0.948,49.97,3.93,11.12,150025.88,157527.17,132.63,88.42
2026-01-01 00:56:00,241.05,417.5,242.13,239.84,241.19,152.83,157.95,158.25,142.28,0.05,105.18,36.86,35.59,32.72,110.51,33.93,0.952,0.952,0.952,0.952,49.95,3.72,9.76,150026.32,157527.63,105.69,70.46
2026-01-01 00:57:00,240.45,416.46,239.57,238.89,242.89,152.09,158.14,160.09,138.04,0.3,103.97,35.94,35.25,32.78,109.71,35.01,0.948,0.948,0.948,0.948,49.96,3.61,10.45,150026.75,157528.09,104.81,69.88
2026-01-01 00:58:00,240.42,416.41,237.69,236.77,246.81,190.83,186.41,190.62,195.47,1.05,130.94,44.54,45.05,41.34,137.63,42.41,0.951,0.951,0.951,0.951,49.96,4.2,11.96,150027.3,157528.66,131.23,87.49
2026-01-01 00:59:00,240.41,416.4,238.03,237.19,246.02,150.35,153.18,156.46,141.41,0.72,102.28,36.22,35.67,30.39,108.43,36.01,0.943,0.943,0.943,0.943,49.95,3.98,11.08,150027.72,157529.11,103.22,68.81
2026-01-01 01:00:00,240.13,415.9,237.81,236.93,245.64,149.3,158.5,158.18,131.23,0.07,101.65,36.41,36.13,29.11,107.55,35.14,0.945,0.945,0.945,0.945,49.96,4.11,10.74,150028.15,157529.55,100.83,67.22
2026-01-01 01:01:00,240.16,415.95,237.74,235.81,246.92,190.56,200.7,197.76,173.22,0.4,129.53,44.05,44.89,40.59,137.28,45.5,0.943,0.943,0.943,0.943,50.0,4.58,11.9,150028.69,157530.12,132.62,88.41
2026-01-01 01:02:00,239.89,415.49,234.08,235.21,250.38,151.48,156.06,154.6,143.78,0.19,102.06,35.78,36.2,30.07,109.01,38.31,0.936,0.936,0.936,0.936,49.99,4.22,10.6,150029.11,157530.57,108.64,72.43
2026-01-01 01:03:00,239.77,415.27,236.27,237.95,245.08,152.88,159.34,157.99,141.32,0.23,103.6,36.34,36.52,30.75,109.96,36.86,0.942,0.942,0.942,0.942,50.01,4.1,10.36,150029.54,157531.02,110.99,74.0
2026-01-01 01:04:00,239.4,414.64,238.48,240.08,239.63,194.6,203.33,199.55,180.92,0.54,131.97,44.08,45.79,42.09,139.75,46.0,0.944,0.944,0.944,0.944,49.98,4.28,11.66,150030.09,157531.6,140.06,93.38
2026-01-01 01:05:00,239.57,414.94,240.07,239.6,239.04,155.58,160.51,159.0,147.23,0.31,105.11,36.59,36.05,32.47,111.81,38.12,0.94,0.94,0.94,0.94,49.97,3.63,10.69,150030.53,157532.06,116.31,77.54
2026-01-01 01:06:00,239.72,415.2,239.34,238.09,241.73,151.03,150.55,151.64,150.91,0.11,102.68,33.61,33.44,35.64,108.61,35.39,0.945,0.945,0.945,0.945,49.98,3.61,10.4,150030.96,157532.51,111.18,74.12
2026-01-01 01:07:00,239.64,415.05,238.58,237.19,243.15,152.96,153.31,154.06,151.51,0.09,104.46,35.23,34.47,34.76,109.96,34.34,0.95,0.95,0.95,0.95,49.98,3.85,10.09,150031.39,157532.96,111.65,74.44
2026-01-01 01:08:00,239.6,414.98,238.98,241.55,238.26,191.4,188.23,187.92,198.07,0.06,130.48,42.59,44.33,43.57,137.57,43.58,0.948,0.948,0.948,0.948,49.97,3.85,11.58,150031.94,157533.54,142.82,95.21
2026-01-01 01:09:00,239.88,415.46,241.95,242.23,235.44,152.59,154.46,154.07,149.23,0.06,103.98,35.39,34.6,33.98,109.8,35.27,0.947,0.947,0.947,0.947,49.99,3.29,10.45,150032.37,157533.99,115.97,77.31
2026-01-01 01:10:00,239.61,415.0,239.51,238.26,241.05,150.1,149.49,152.97,147.83,0.48,101.39,33.85,34.89,32.66,107.89,36.87,0.94,0.94,0.94,0.94,50.0,3.28,10.09,150032.79,157534.43,112.5,75.0
2026-01-01 01:11:00,239.47,414.76,237.24,237.68,243.48,147.46,151.05,146.78,144.56,0.47,99.04,32.88,33.45,32.7,105.93,37.59,0.935,0.935,0.935,0.935,50.04,3.41,10.44,150033.21,157534.87,109.16,72.77
2026-01-01 01:12:00,240.09,415.83,238.21,239.16,242.89,145.46,144.01,146.44,145.93,0.53,97.3,32.39,31.93,32.98,104.76,38.84,0.929,0.929,0.929,0.929,50.03,3.18,10.05,150033.61,157535.29,106.54,71.03
2026-01-01 01:13:00,239.7,415.16,239.69,238.79,240.62,146.6,144.98,149.07,145.77,0.73,97.69,32.77,32.75,32.17,105.42,39.63,0.927,0.927,0.927,0.927,50.03,3.37,9.45,150034.02,157535.72,107.13,71.42
2026-01-01 01:14:00,240.02,415.72,238.7,241.02,240.35,145.43,145.09,143.13,148.06,0.48,98.38,33.24,33.56,31.59,104.71,35.85,0.94,0.94,0.94,0.94,50.03,3.57,9.12,150034.43,157536.15,105.35,70.23
2026-01-01 01:15:00,239.92,415.53,239.8,241.44,238.51,145.27,152.0,151.84,131.97,0.03,97.98,34.31,34.05,29.62,104.55,36.49,0.937,0.937,0.937,0.937,50.01,3.58,8.6,150034.84,157536.58,106.3,70.87
2026-01-01 01:16:00,240.06,415.78,240.64,242.34,237.2,184.24,194.53,193.62,164.57,0.13,124.58,43.95,44.88,35.75,132.68,45.65,0.939,0.939,0.939,0.939,49.98,3.8,10.21,150035.36,157537.12,133.59,89.06
2026-01-01 01:17:00,240.34,416.26,244.14,241.18,235.69,146.79,156.61,156.81,126.95,0.02,100.54,35.54,35.33,29.67,105.83,33.05,0.95,0.95,0.95,0.95,49.96,3.51,9.31,150035.78,157537.56,107.13,71.42
2026-01-01 01:18:00,240.03,415.72,241.18,239.18,239.72,148.15,155.39,152.54,136.53,0.58,101.47,34.4,34.61,32.45,106.67,32.93,0.951,0.951,0.951,0.951,49.95,3.49,9.92,150036.2,157538.01,108.69,72.46
2026-01-01 01:19:00,239.29,414.45,239.42,239.1,239.35,146.88,147.93,147.46,145.23,0.07,100.68,33.37,32.81,34.49,105.43,31.3,0.955,0.955,0.955,0.955,49.96,3.34,10.29,150036.62,157538.45,108.46,72.31
2026-01-01 01:20:00,239.31,414.49,240.46,239.18,238.31,145.02,145.7,147.62,141.74,0.47,99.09,33.83,34.28,30.99,104.11,31.94,0.952,0.952,0.952,0.952,49.99,3.54,9.61,150037.03,157538.88,106.89,71.26
2026-01-01 01:21:00,239.42,414.68,241.08,242.17,235.03,143.39,148.87,147.11,134.19,0.24,97.17,33.25,32.12,31.79,102.99,34.14,0.943,0.943,0.943,0.943,49.98,3.71,10.25,150037.44,157539.31,106.34,70.89
2026-01-01 01:22:00,238.98,413.91,242.44,242.45,232.05,144.19,138.9,142.19,151.47,0.48,97.41,31.06,30.99,35.35,103.36,34.59,0.942,0.942,0.942,0.942,49.99,3.48,10.21,150037.84,157539.73,107.25,71.5
2026-01-01 01:23:00,239.73,415.21,243.14,243.34,232.72,186.09,175.12,169.21,213.96,0.95,126.34,38.01,38.46,49.87,133.83,44.14,0.944,0.944,0.944,0.944,50.01,4.04,11.54,150038.37,157540.29,138.9,92.6
2026-01-01 01:24:00,239.68,415.13,242.43,242.11,234.51,143.6,128.4,133.38,169.03,0.63,97.33,30.59,30.9,35.84,103.25,34.47,0.943,0.943,0.943,0.943,50.02,3.51,10.24,150038.77,157540.71,109.14,72.76
2026-01-01 01:25:00,239.87,415.46,243.73,243.2,232.68,145.54,136.83,133.1,166.68,0.66,98.6,29.56,29.35,39.69,104.72,35.28,0.942,0.942,0.942,0.942,49.99,3.49,9.96,150039.18,157541.14,109.52,73.02
2026-01-01 01:26:00,239.33,414.53,242.01,243.31,232.69,144.23,132.27,127.76,172.66,0.87,97.51,29.68,30.48,37.34,103.55,34.87,0.942,0.942,0.942,0.942,50.0,3.66,9.98,150039.59,157541.57,107.15,71.43
2026-01-01 01:27:00,239.49,414.8,243.28,241.55,233.65,144.29,133.98,129.52,169.38,0.73,97.67,29.88,29.17,38.61,103.67,34.76,0.942,0.942,0.942,0.942,50.04,3.68,9.94,150040.0,157542.0,107.52,71.68
2026-01-01 01:28:00,239.43,414.7,241.41,241.79,235.1,186.32,170.36,175.57,213.02,0.72,127.46,41.27,40.38,45.8,133.82,40.78,0.952,0.952,0.952,0.952,50.03,4.17,11.85,150040.53,157542.55,135.82,90.55
2026-01-01 01:29:00,239.93,415.56,243.19,242.91,233.69,147.58,141.83,143.75,157.17,0.22,100.29,31.78,31.28,37.23,106.22,35.01,0.944,0.944,0.944,0.944,50.03,3.73,10.85,150040.95,157542.99,109.68,73.12
2026-01-01 01:30:00,240.1,415.85,243.7,243.45,233.16,146.77,139.46,135.8,165.07,0.48,99.69,31.21,31.23,37.25,105.72,35.19,0.943,0.943,0.943,0.943,49.98,3.62,10.79,150041.36,157543.43,104.47,69.65
2026-01-01 01:31:00,239.95,415.59,242.46,244.01,233.36,145.75,144.57,147.63,145.06,0.7,98.95,31.92,31.17,35.87,104.91,34.86,0.943,0.943,0.943,0.943,49.96,3.57,10.53,150041.77,157543.86,105.06,70.04
2026-01-01 01:32:00,240.19,416.02,244.73,245.28,230.57,146.49,138.55,136.04,164.9,0.4,100.61,32.75,33.75,34.11,105.56,31.93,0.953,0.953,0.953,0.953,49.98,3.52,10.8,150042.19,157544.3,107.72,71.81
2026-01-01 01:33:00,239.9,415.51,244.36,245.58,229.76,145.75,145.33,146.34,145.58,0.14,100.06,33.25,32.26,34.54,104.89,31.47,0.954,0.954,0.954,0.954,49.95,3.81,10.94,150042.61,157544.74,106.72,71.14
2026-01-01 01:34:00,240.02,415.72,244.28,244.39,231.4,185.61,179.18,175.05,202.59,0.57,126.66,39.92,40.05,46.69,133.64,42.64,0.948,0.948,0.948,0.948,49.95,3.8,12.12,150043.14,157545.29,136.58,91.05
2026-01-01 01:35:00,240.27,416.15,245.61,245.18,230.03,145.41,135.19,134.89,166.15,0.03,99.2,30.49,31.14,37.56,104.81,33.84,0.946,0.946,0.946,0.946,49.93,3.06,10.61,150043.55,157545.73,104.3,69.53
2026-01-01 01:36:00,240.15,415.93,244.88,242.95,232.62,144.51,138.66,139.6,155.27,0.13,98.86,31.8,31.61,35.45,104.1,32.63,0.95,0.95,0.95,0.95,49.93,3.22,10.0,150043.96,157546.16,101.12,67.41
2026-01-01 01:37:00,240.27,416.14,242.27,242.56,235.98,144.32,141.07,140.75,151.14,0.07,99.01,31.79,31.29,35.93,104.02,31.88,0.952,0.952,0.952,0.952,49.95,3.29,9.94,150044.38,157546.59,102.79,68.53
2026-01-01 01:38:00,240.22,416.06,242.39,244.52,233.75,145.17,136.81,138.6,160.1,0.43,98.56,31.48,31.32,35.75,104.61,35.06,0.942,0.942,0.942,0.942,49.94,3.38,10.14,150044.79,157547.03,101.45,67.63
2026-01-01 01:39:00,240.23,416.09,244.37,243.99,232.34,145.85,137.48,141.61,158.46,0.62,99.32,32.6,33.29,33.44,105.11,34.39,0.945,0.945,0.945,0.945,49.95,3.38,9.13,150045.2,157547.46,101.28,67.52
2026-01-01 01:40:00,239.95,415.59,245.05,245.04,229.75,186.25,185.12,184.8,188.82,0.06,127.59,43.1,43.45,41.03,134.06,41.15,0.952,0.952,0.952,0.952,49.95,3.44,10.9,150045.73,157548.02,129.53,86.35
2026-01-01 01:41:00,239.86,415.44,241.99,241.21,236.38,147.26,152.55,147.69,141.55,0.96,100.49,33.63,33.98,32.87,105.96,33.62,0.948,0.948,0.948,0.948,49.96,3.09,9.77,150046.15,157548.46,107.92,71.95
2026-01-01 01:42:00,239.71,415.18,241.62,241.11,236.4,149.6,153.19,150.25,145.35,0.39,102.43,33.88,34.2,34.35,107.57,32.87,0.952,0.952,0.952,0.952,49.94,2.86,10.26,150046.58,157548.91,111.92,74.61
2026-01-01 01:43:00,239.76,415.26,240.92,240.69,237.67,148.58,147.99,148.22,149.54,0.03,101.86,34.4,33.23,34.22,106.86,32.31,0.953,0.953,0.953,0.953,49.95,3.17,9.66,150047.0,157549.35,109.38,72.92
2026-01-01 01:44:00,239.5,414.81,241.01,239.01,238.47,149.51,143.71,146.5,158.31,0.37,101.36,33.79,34.58,32.99,107.41,35.55,0.944,0.944,0.944,0.944,49.96,3.27,9.31,150047.42,157549.8,110.77,73.85
2026-01-01 01:45:00,239.49,414.79,239.51,240.78,238.17,148.9,153.15,150.58,142.96,0.28,101.46,33.89,33.59,33.99,106.97,33.89,0.948,0.948,0.948,0.948,49.95,3.51,9.85,150047.85,157550.24,111.39,74.26
2026-01-01 01:46:00,239.44,414.72,240.25,239.83,238.25,148.44,141.51,141.28,162.53,0.05,102.82,31.91,30.9,40.0,106.62,28.24,0.964,0.964,0.964,0.964,49.96,3.32,9.4,150048.28,157550.69,112.17,74.78
2026-01-01 01:47:00,238.87,413.73,236.99,237.63,242.01,149.67,133.04,132.45,183.53,0.14,104.44,30.89,30.36,43.18,107.25,24.43,0.974,0.974,0.974,0.974,49.97,3.52,8.86,150048.71,157551.15,111.99,74.66
2026-01-01 01:48:00,239.18,414.26,238.15,240.62,238.76,148.85,131.21,133.97,181.36,0.39,103.33,31.31,30.53,41.49,106.8,27.0,0.968,0.968,0.968,0.968,49.98,3.72,9.24,150049.14,157551.6,111.22,74.15
