Timestamp,ambient_temp_c,relative_humidity_pct,dew_point_c,heat_index_c,wireless_signal_strength_dbm,environmental_baseline_offset
2026-01-01 01:34:00,23.21,50.7,12.42,23.61,-67,0.91
2026-01-01 01:35:00,23.85,51.3,13.17,24.49,-69,0.94
2026-01-01 01:36:00,22.94,50.5,12.09,23.24,-71,0.9
2026-01-01 01:37:00,22.35,50.1,11.44,22.45,-71,0.87
2026-01-01 01:38:00,22.77,50.4,11.9,23.01,-70,0.89
2026-01-01 01:39:00,22.6,51.1,11.95,22.85,-71,0.88
2026-01-01 01:40:00,22.49,51.5,11.99,22.76,-71,0.87
2026-01-01 01:41:00,23.9,51.2,13.18,24.54,-70,0.94
2026-01-01 01:42:00,24.83,51.4,14.13,25.79,-71,0.99
2026-01-01 01:43:00,24.43,51.7,13.84,25.29,-69,0.97
2026-01-01 01:44:00,25.12,51.6,14.44,26.19,-71,1.01
2026-01-01 01:45:00,26.48,51.6,15.71,28.01,-69,1.07
2026-01-01 01:46:00,27.9,50.7,16.72,29.81,-71,1.14
2026-01-01 01:47:00,28.65,49.6,17.07,30.71,-73,1.18
2026-01-01 01:48:00,29.55,50.0,18.02,32.0,-72,1.23
2026-01-01 01:49:00,28.63,50.2,17.22,30.75,-70,1.18
2026-01-01 01:50:00,28.39,50.0,16.94,30.4,-70,1.17
2026-01-01 01:51:00,29.12,50.8,17.87,31.51,-71,1.21
2026-01-01 01:52:00,29.62,49.8,18.01,32.07,-72,1.23
2026-01-01 01:53:00,29.1,49.0,17.27,31.24,-70,1.21
2026-01-01 01:54:00,27.5,48.6,15.68,29.01,-70,1.12
2026-01-01 01:55:00,27.3,48.1,15.34,28.69,-71,1.12
2026-01-01 01:56:00,26.45,47.0,14.22,27.44,-70,1.07
2026-01-01 01:57:00,26.05,48.4,14.3,27.07,-71,1.05
2026-01-01 01:58:00,24.82,48.3,13.14,25.45,-72,0.99
2026-01-01 01:59:00,24.45,49.1,13.05,25.05,-72,0.97
2026-01-01 02:00:00,24.45,49.5,13.18,25.09,-70,0.97
2026-01-01 02:01:00,25.01,49.4,13.67,25.81,-69,1.0
2026-01-01 02:02:00,25.32,47.7,13.41,26.04,-67,1.02
2026-01-01 02:03:00,24.05,48.3,12.45,24.46,-67,0.95
2026-01-01 02:04:00,25.5,49.2,14.07,26.44,-69,1.03
2026-01-01 02:05:00,26.48,50.0,15.22,27.83,-67,1.07
2026-01-01 02:06:00,26.29,48.3,14.5,27.38,-65,1.06
2026-01-01 02:07:00,26.58,48.9,14.93,27.82,-65,1.08
2026-01-01 02:08:00,25.62,49.8,14.35,26.66,-64,1.03
2026-01-01 02:09:00,25.6,50.2,14.45,26.67,-63,1.03
2026-01-01 02:10:00,24.94,50.2,13.86,25.81,-62,1.0
2026-01-01 02:11:00,24.81,50.5,13.82,25.66,-60,0.99
2026-01-01 02:12:00,24.49,49.5,13.23,25.15,-60,0.97
2026-01-01 02:13:00,24.44,49.1,13.05,25.04,-59,0.97
2026-01-01 02:14:00,25.82,49.4,14.39,26.87,-61,1.04
2026-01-01 02:15:00,24.73,50.7,13.81,25.58,-62,0.99
2026-01-01 02:16:00,25.42,52.5,14.99,26.69,-64,1.02
2026-01-01 02:17:00,25.93,52.6,15.48,27.37,-63,1.05
2026-01-01 02:18:00,26.42,53.0,16.06,28.08,-64,1.07
2026-01-01 02:19:00,25.85,53.1,15.55,27.31,-65,1.04
2026-01-01 02:20:00,25.06,51.6,14.4,26.12,-64,1.0
2026-01-01 02:21:00,23.57,51.5,12.99,24.15,-62,0.93
2026-01-01 02:22:00,24.37,50.8,13.49,25.11,-62,0.97
2026-01-01 02:23:00,24.28,52.2,13.84,25.14,-64,0.96
2026-01-01 02:24:00,23.73,51.6,13.15,24.37,-64,0.94
2026-01-01 02:25:00,23.76,51.6,13.19,24.41,-65,0.94
2026-01-01 02:26:00,25.01,51.9,14.42,26.07,-64,1.0
2026-01-01 02:27:00,24.68,53.2,14.51,25.77,-64,0.98
2026-01-01 02:28:00,23.49,52.6,13.24,24.15,-64,0.92
2026-01-01 02:29:00,23.51,50.9,12.76,24.02,-65,0.93
2026-01-01 02:30:00,23.43,51.3,12.81,23.96,-64,0.92
2026-01-01 02:31:00,23.42,50.6,12.56,23.86,-65,0.92
2026-01-01 02:32:00,21.45,49.5,10.42,21.26,-61,0.82
2026-01-01 02:33:00,21.04,50.6,10.38,20.84,-61,0.8
2026-01-01 02:34:00,20.95,50.8,10.36,20.75,-60,0.8
2026-01-01 02:35:00,20.93,50.7,10.31,20.71,-59,0.8
2026-01-01 02:36:00,21.86,50.0,10.94,21.81,-59,0.84
2026-01-01 02:37:00,21.57,50.4,10.82,21.5,-60,0.83
2026-01-01 02:38:00,21.02,51.7,10.7,20.91,-60,0.8
2026-01-01 02:39:00,19.06,51.0,8.7,18.42,-60,0.7
2026-01-01 02:40:00,17.78,50.9,7.46,16.83,-60,0.64
2026-01-01 02:41:00,19.49,50.0,8.8,18.87,-63,0.72
2026-01-01 02:42:00,19.54,50.9,9.09,19.0,-64,0.73
2026-01-01 02:43:00,20.32,51.3,9.94,20.0,-67,0.77
2026-01-01 02:44:00,20.04,50.6,9.46,19.6,-66,0.75
2026-01-01 02:45:00,18.8,51.5,8.6,18.13,-66,0.69
2026-01-01 02:46:00,19.38,51.2,9.04,18.83,-68,0.72
2026-01-01 02:47:00,17.35,51.1,7.13,16.33,-68,0.62
2026-01-01 02:48:00,17.68,52.2,7.74,16.8,-66,0.63
2026-01-01 02:49:00,17.15,52.0,7.22,16.15,-66,0.61
2026-01-01 02:50:00,17.26,51.4,7.15,16.24,-64,0.61
2026-01-01 02:51:00,16.57,50.4,6.21,15.34,-63,0.58
2026-01-01 02:52:00,15.99,49.7,5.47,14.61,-63,0.55
2026-01-01 02:53:00,14.96,49.7,4.54,13.4,-63,0.5
2026-01-01 02:54:00,16.34,48.3,5.39,14.95,-63,0.57
2026-01-01 02:55:00,16.2,48.5,5.31,14.79,-62,0.56
2026-01-01 02:56:00,17.1,48.8,6.23,15.88,-62,0.61
2026-01-01 02:57:00,17.91,48.1,6.78,16.82,-62,0.65
2026-01-01 02:58:00,18.05,48.0,6.86,16.97,-60,0.65
2026-01-01 02:59:00,16.21,48.0,5.17,14.77,-60,0.56
2026-01-01 03:00:00,17.09,48.7,6.2,15.87,-61,0.6
2026-01-01 03:01:00,16.22,48.8,5.43,14.83,-64,0.56
2026-01-01 03:02:00,15.26,48.8,4.54,13.69,-64,0.51
2026-01-01 03:03:00,15.54,48.8,4.81,14.03,-61,0.53
2026-01-01 03:04:00,14.97,49.3,4.44,13.39,-61,0.5
2026-01-01 03:05:00,16.16,47.8,5.07,14.7,-60,0.56
2026-01-01 03:06:00,14.47,48.4,3.72,12.75,-58,0.5
2026-01-01 03:07:00,15.8,47.1,4.53,14.23,-59,0.54
2026-01-01 03:08:00,14.72,48.0,3.82,13.02,-58,0.5
2026-01-01 03:09:00,15.55,47.6,4.46,13.97,-60,0.53
2026-01-01 03:10:00,15.32,47.6,4.24,13.69,-60,0.52
2026-01-01 03:11:00,15.92,49.1,5.23,14.49,-60,0.55
2026-01-01 03:12:00,17.37,50.6,7.02,16.33,-62,0.62
2026-01-01 03:13:00,17.52,50.8,7.2,16.51,-62,0.63
2026-01-01 03:14:00,18.17,51.2,7.92,17.34,-62,0.66
2026-01-01 03:15:00,16.46,51.4,6.4,15.28,-65,0.57
2026-01-01 03:16:00,14.7,51.2,4.72,13.17,-64,0.5
2026-01-01 03:17:00,14.12,50.6,4.01,12.46,-63,0.5
2026-01-01 03:18:00,15.18,50.5,4.98,13.71,-61,0.51
2026-01-01 03:19:00,15.36,51.3,5.35,13.95,-62,0.52
2026-01-01 03:20:00,14.07,51.2,4.13,12.42,-62,0.5
2026-01-01 03:21:00,14.07,51.2,4.14,12.42,-64,0.5
2026-01-01 03:22:00,13.19,52.4,3.66,11.46,-64,0.5
2026-01-01 03:23:00,13.14,53.1,3.8,11.43,-64,0.5
2026-01-01 03:24:00,12.49,54.2,3.48,10.72,-64,0.5
2026-01-01 03:25:00,11.56,54.5,2.69,9.65,-61,0.5
2026-01-01 03:26:00,11.21,54.5,2.39,9.25,-62,0.5
2026-01-01 03:27:00,11.8,55.7,3.24,9.99,-63,0.5
2026-01-01 03:28:00,11.94,56.5,3.55,10.19,-64,0.5
2026-01-01 03:29:00,12.24,55.8,3.68,10.51,-65,0.5
2026-01-01 03:30:00,12.34,56.1,3.83,10.64,-63,0.5
2026-01-01 03:31:00,10.65,54.9,1.97,8.62,-65,0.5
2026-01-01 03:32:00,10.24,54.5,1.47,8.13,-66,0.5
2026-01-01 03:33:00,8.6,55.0,0.06,6.28,-65,0.5
2026-01-01 03:34:00,8.47,55.3,0.02,6.14,-66,0.5
2026-01-01 03:35:00,7.32,53.3,-1.56,4.77,-67,0.5
2026-01-01 03:36:00,7.7,53.5,-1.13,5.21,-67,0.5
2026-01-01 03:37:00,6.64,53.1,-2.24,4.0,-66,0.5
2026-01-01 03:38:00,4.38,53.6,-4.22,1.5,-67,0.5
2026-01-01 03:39:00,5.18,54.1,-3.35,2.4,-65,0.5
2026-01-01 03:40:00,3.34,55.0,-4.84,0.4,-64,0.5
2026-01-01 03:41:00,4.69,53.6,-3.93,1.85,-64,0.5
2026-01-01 03:42:00,6.83,52.3,-2.26,4.18,-62,0.5
2026-01-01 03:43:00,7.05,52.7,-1.94,4.44,-60,0.5
2026-01-01 03:44:00,7.18,52.8,-1.82,4.59,-60,0.5
2026-01-01 03:45:00,8.26,53.0,-0.76,5.81,-58,0.5
2026-01-01 03:46:00,6.46,53.4,-2.32,3.81,-58,0.5
2026-01-01 03:47:00,5.41,52.9,-3.44,2.62,-60,0.5
2026-01-01 03:48:00,4.02,54.1,-4.42,1.13,-61,0.5
2026-01-01 03:49:00,4.89,54.6,-3.49,2.1,-59,0.5
2026-01-01 03:50:00,6.13,54.9,-2.25,3.49,-60,0.5
2026-01-01 03:51:00,6.85,54.0,-1.81,4.27,-62,0.5
2026-01-01 03:52:00,7.02,52.9,-1.92,4.42,-61,0.5
2026-01-01 03:53:00,6.88,52.2,-2.25,4.23,-59,0.5
2026-01-01 03:54:00,8.28,52.5,-0.86,5.82,-59,0.5
2026-01-01 03:55:00,7.94,53.4,-0.95,5.47,-62,0.5
2026-01-01 03:56:00,7.33,54.0,-1.36,4.8,-63,0.5
2026-01-01 03:57:00,8.22,53.0,-0.8,5.77,-63,0.5
2026-01-01 03:58:00,8.85,52.4,-0.35,6.46,-61,0.5
2026-01-01 03:59:00,10.93,52.4,1.55,8.83,-63,0.5
2026-01-01 04:00:00,10.9,53.6,1.85,8.86,-62,0.5
2026-01-01 04:01:00,11.67,53.7,2.6,9.75,-62,0.5
2026-01-01 04:02:00,12.49,54.1,3.47,10.73,-64,0.5
2026-01-01 04:03:00,12.37,53.2,3.11,10.54,-61,0.5
2026-01-01 04:04:00,12.53,52.8,3.15,10.7,-61,0.5
2026-01-01 04:05:00,14.2,54.3,5.11,12.74,-64,0.5
2026-01-01 04:06:00,14.93,54.6,5.85,13.63,-66,0.5
2026-01-01 04:07:00,15.42,53.6,6.04,14.16,-68,0.52
2026-01-01 04:08:00,14.19,52.5,4.61,12.64,-66,0.5
2026-01-01 04:09:00,14.12,52.4,4.53,12.56,-66,0.5
2026-01-01 04:10:00,17.35,51.4,7.22,16.35,-69,0.62
2026-01-01 04:11:00,16.51,51.6,6.5,15.35,-70,0.58
2026-01-01 04:12:00,16.82,52.4,7.02,15.78,-71,0.59
2026-01-01 04:13:00,18.77,52.1,8.73,18.13,-68,0.69
2026-01-01 04:14:00,21.04,52.6,10.98,21.01,-68,0.8
2026-01-01 04:15:00,21.39,52.2,11.19,21.42,-66,0.82
2026-01-01 04:16:00,21.58,51.0,11.0,21.56,-67,0.83
2026-01-01 04:17:00,20.66,51.2,10.23,20.42,-67,0.78
2026-01-01 04:18:00,22.19,52.1,11.9,22.43,-67,0.86
2026-01-01 04:19:00,23.37,52.5,13.11,23.99,-68,0.92
2026-01-01 04:20:00,21.33,52.9,11.31,21.39,-66,0.82
2026-01-01 04:21:00,21.93,51.5,11.48,22.05,-66,0.85
2026-01-01 04:22:00,20.11,51.9,9.9,19.78,-64,0.76
2026-01-01 04:23:00,20.34,51.7,10.06,20.05,-64,0.77
2026-01-01 04:24:00,17.77,51.3,7.57,16.85,-62,0.64
2026-01-01 04:25:00,18.24,51.5,8.09,17.45,-60,0.66
2026-01-01 04:26:00,17.6,52.0,7.62,16.69,-61,0.63
2026-01-01 04:27:00,18.22,52.6,8.35,17.49,-59,0.66
2026-01-01 04:28:00,19.17,52.3,9.17,18.65,-61,0.71
2026-01-01 04:29:00,19.76,52.4,9.72,19.37,-59,0.74
2026-01-01 04:30:00,19.87,53.1,10.04,19.58,-59,0.74
2026-01-01 04:31:00,18.52,52.6,8.65,17.86,-59,0.68
2026-01-01 04:32:00,19.43,51.3,9.12,18.89,-58,0.72
2026-01-01 04:33:00,18.78,51.9,8.7,18.13,-58,0.69
2026-01-01 04:34:00,19.19,51.1,8.83,18.58,-60,0.71
2026-01-01 04:35:00,19.39,52.3,9.37,18.92,-60,0.72
2026-01-01 04:36:00,20.26,51.5,9.93,19.94,-60,0.76
2026-01-01 04:37:00,21.5,52.3,11.3,21.56,-60,0.82
2026-01-01 04:38:00,21.27,52.4,11.13,21.28,-62,0.81
2026-01-01 04:39:00,21.29,53.7,11.52,21.42,-65,0.81
2026-01-01 04:40:00,21.86,52.3,11.63,22.02,-64,0.84
2026-01-01 04:41:00,23.28,53.8,13.39,23.99,-67,0.91
2026-01-01 04:42:00,23.99,54.9,14.35,25.02,-68,0.95
2026-01-01 04:43:00,24.57,54.3,14.74,25.74,-70,0.98
2026-01-01 04:44:00,26.22,57.0,17.0,28.25,-71,1.06
2026-01-01 04:45:00,26.19,56.9,16.97,28.21,-71,1.06
2026-01-01 04:46:00,26.25,57.0,17.03,28.29,-71,1.06
2026-01-01 04:47:00,27.32,57.9,18.29,29.89,-70,1.12
2026-01-01 04:48:00,28.93,58.4,19.94,32.25,-71,1.2
2026-01-01 04:49:00,29.22,56.8,19.76,32.45,-73,1.21
2026-01-01 04:50:00,30.54,54.7,20.37,34.07,-69,1.28
2026-01-01 04:51:00,29.67,54.5,19.51,32.79,-70,1.23
2026-01-01 04:52:00,30.98,54.7,20.79,34.72,-70,1.3
2026-01-01 04:53:00,32.46,55.2,22.29,36.97,-70,1.37
2026-01-01 04:54:00,32.76,54.7,22.42,37.34,-68,1.39
2026-01-01 04:55:00,32.72,55.6,22.66,37.43,-71,1.39
2026-01-01 04:56:00,32.92,56.5,23.1,37.87,-73,1.4
2026-01-01 04:57:00,32.89,56.7,23.13,37.86,-73,1.39
2026-01-01 04:58:00,33.73,55.7,23.62,38.97,-72,1.44
2026-01-01 04:59:00,33.7,54.5,23.23,38.73,-71,1.44
2026-01-01 05:00:00,34.56,54.3,23.97,40.01,-69,1.48
2026-01-01 05:01:00,35.35,53.3,24.39,41.05,-70,1.52
2026-01-01 05:02:00,35.76,53.5,24.81,41.71,-70,1.54
2026-01-01 05:03:00,35.79,54.1,25.03,41.88,-69,1.54
2026-01-01 05:04:00,35.0,55.4,24.69,40.88,-67,1.5
2026-01-01 05:05:00,35.71,55.1,25.27,41.95,-69,1.54
2026-01-01 05:06:00,36.91,54.3,26.15,43.72,-70,1.6
2026-01-01 05:07:00,37.05,54.3,26.27,43.93,-71,1.6
2026-01-01 05:08:00,36.95,54.0,26.07,43.7,-73,1.6
2026-01-01 05:09:00,35.4,54.2,24.7,41.29,-69,1.52
2026-01-01 05:10:00,34.66,54.1,23.98,40.11,-69,1.48
2026-01-01 05:11:00,34.78,55.4,24.51,40.55,-71,1.49
2026-01-01 05:12:00,34.39,56.0,24.34,40.06,-75,1.47
2026-01-01 05:13:00,34.24,55.5,24.04,39.73,-75,1.46
2026-01-01 05:14:00,35.61,54.9,25.12,41.76,-74,1.53
2026-01-01 05:15:00,36.58,55.4,26.18,43.41,-74,1.58
2026-01-01 05:16:00,36.62,56.3,26.49,43.66,-73,1.58
2026-01-01 05:17:00,35.21,56.6,25.27,41.45,-76,1.51
2026-01-01 05:18:00,35.71,56.4,25.68,42.21,-76,1.54
2026-01-01 05:19:00,37.16,56.3,26.98,44.52,-77,1.61
2026-01-01 05:20:00,37.73,55.4,27.24,45.28,-77,1.64
2026-01-01 05:21:00,39.65,55.3,28.97,48.45,-76,1.73
2026-01-01 05:22:00,40.98,54.6,29.99,50.58,-78,1.8
2026-01-01 05:23:00,41.43,54.2,30.28,51.26,-78,1.82
2026-01-01 05:24:00,41.19,53.4,29.79,50.63,-78,1.81
2026-01-01 05:25:00,41.0,53.1,29.53,50.23,-78,1.8
2026-01-01 05:26:00,40.56,52.8,29.0,49.38,-77,1.78
2026-01-01 05:27:00,40.64,50.9,28.47,49.07,-78,1.78
2026-01-01 05:28:00,39.23,52.5,27.69,47.09,-77,1.71
2026-01-01 05:29:00,40.03,53.7,28.82,48.72,-76,1.75
2026-01-01 05:30:00,40.04,52.8,28.53,48.51,-78,1.75
2026-01-01 05:31:00,40.39,53.3,29.04,49.25,-76,1.77
2026-01-01 05:32:00,40.4,53.1,28.95,49.19,-75,1.77
2026-01-01 05:33:00,41.26,53.3,29.82,50.72,-75,1.81
2026-01-01 05:34:00,41.91,52.1,30.03,51.54,-74,1.85
2026-01-01 05:35:00,41.05,52.5,29.36,50.15,-74,1.8
2026-01-01 05:36:00,40.9,52.2,29.13,49.82,-74,1.8
2026-01-01 05:37:00,39.41,52.3,27.8,47.35,-77,1.72
2026-01-01 05:38:00,38.92,52.2,27.3,46.5,-75,1.7
2026-01-01 05:39:00,39.2,52.2,27.56,46.96,-76,1.71
2026-01-01 05:40:00,39.15,51.9,27.43,46.83,-75,1.71
2026-01-01 05:41:00,39.56,52.8,28.1,47.71,-75,1.73
2026-01-01 05:42:00,38.52,53.2,27.27,46.08,-74,1.68
2026-01-01 05:43:00,38.05,52.5,26.62,45.16,-74,1.65
2026-01-01 05:44:00,38.07,52.4,26.59,45.17,-75,1.65
2026-01-01 05:45:00,39.72,53.0,28.31,48.03,-75,1.74
2026-01-01 05:46:00,38.56,53.6,27.44,46.24,-75,1.68
2026-01-01 05:47:00,37.88,55.0,27.24,45.43,-73,1.64
2026-01-01 05:48:00,40.2,54.6,29.26,49.22,-75,1.76
2026-01-01 05:49:00,40.08,53.2,28.69,48.67,-75,1.75
2026-01-01 05:50:00,39.59,52.6,28.07,47.72,-75,1.73
2026-01-01 05:51:00,40.52,53.5,29.22,49.52,-75,1.78
2026-01-01 05:52:00,41.18,53.7,29.88,50.69,-71,1.81
2026-01-01 05:53:00,40.92,53.1,29.43,50.07,-69,1.8
2026-01-01 05:54:00,41.78,52.8,30.12,51.48,-66,1.84
2026-01-01 05:55:00,41.71,52.8,30.08,51.37,-65,1.84
2026-01-01 05:56:00,41.76,54.0,30.5,51.77,-64,1.84
2026-01-01 05:57:00,42.3,54.3,31.11,52.82,-65,1.87
2026-01-01 05:58:00,42.8,54.0,31.48,53.63,-65,1.89
2026-01-01 05:59:00,41.91,53.7,30.55,51.96,-65,1.85
2026-01-01 06:00:00,43.86,54.5,32.6,55.69,-66,1.94
2026-01-01 06:01:00,43.25,54.1,31.9,54.44,-64,1.91
2026-01-01 06:02:00,43.54,53.6,32.02,54.84,-64,1.93
2026-01-01 06:03:00,43.7,53.3,32.07,55.05,-65,1.94
2026-01-01 06:04:00,44.24,53.7,32.7,56.15,-67,1.96
2026-01-01 06:05:00,44.65,55.6,33.68,57.49,-69,1.98
2026-01-01 06:06:00,44.87,55.6,33.91,57.92,-72,1.99
2026-01-01 06:07:00,44.03,56.2,33.32,56.52,-71,1.95
2026-01-01 06:08:00,43.45,57.1,33.07,55.71,-71,1.92
2026-01-01 06:09:00,44.93,58.2,34.77,58.83,-71,2.0
2026-01-01 06:10:00,44.35,57.7,34.09,57.58,-70,1.97
2026-01-01 06:11:00,43.27,57.7,33.06,55.51,-69,1.91
2026-01-01 06:12:00,41.51,56.9,31.19,52.09,-67,1.83
2026-01-01 06:13:00,41.53,56.0,30.93,51.9,-69,1.83
2026-01-01 06:14:00,41.33,55.3,30.51,51.34,-72,1.82
2026-01-01 06:15:00,41.79,54.3,30.63,51.91,-72,1.84
2026-01-01 06:16:00,42.84,55.4,31.97,54.1,-74,1.89
2026-01-01 06:17:00,43.1,55.2,32.14,54.51,-73,1.9
2026-01-01 06:18:00,43.1,55.4,32.2,54.56,-70,1.9
2026-01-01 06:19:00,42.14,54.7,31.07,52.62,-69,1.86
2026-01-01 06:20:00,41.73,54.3,30.57,51.79,-72,1.84
2026-01-01 06:21:00,41.3,54.2,30.15,51.02,-72,1.81
2026-01-01 06:22:00,41.08,53.3,29.66,50.42,-72,1.8
2026-01-01 06:23:00,40.62,52.7,29.05,49.48,-70,1.78
