Timestamp,process_data_variable_raw,pressure_bar,pressure_unit,pressure_min_memory_bar,pressure_max_memory_bar,teach_sp1_bar,teach_sp2_bar,switching_output_1_active,switching_output_2_active,device_status_code,internal_temperature_c,compressor_state,pressure_trend_5min
2026-01-01 00:20:00,14059,34.33,bar,24.81,40.0,25.0,18.0,False,False,0,40.3,OFF,STABLE
2026-01-01 00:21:00,13858,33.84,bar,24.81,40.0,25.0,18.0,False,False,0,40.6,OFF,STABLE
2026-01-01 00:22:00,11806,28.83,bar,24.81,40.0,25.0,18.0,False,False,0,41.2,UNLOADED,FALLING
2026-01-01 00:23:00,11614,28.36,bar,24.81,40.0,25.0,18.0,False,False,0,40.8,OFF,STABLE
2026-01-01 00:24:00,9595,23.43,bar,23.43,40.0,25.0,18.0,True,False,1,40.5,UNLOADED,FALLING
2026-01-01 00:25:00,16383,40.0,bar,23.43,40.0,25.0,18.0,False,False,0,41.9,LOADED,RISING
2026-01-01 00:26:00,16063,39.22,bar,23.43,40.0,25.0,18.0,False,False,0,40.9,OFF,STABLE
2026-01-01 00:27:00,15735,38.42,bar,23.43,40.0,25.0,18.0,False,False,0,40.7,OFF,STABLE
2026-01-01 00:28:00,15387,37.57,bar,23.43,40.0,25.0,18.0,False,False,0,40.9,OFF,STABLE
2026-01-01 00:29:00,12187,29.76,bar,23.43,40.0,25.0,18.0,False,False,0,41.4,UNLOADED,FALLING
2026-01-01 00:30:00,9550,23.32,bar,23.32,40.0,25.0,18.0,True,False,1,41.6,UNLOADED,FALLING
2026-01-01 00:31:00,16383,40.0,bar,23.32,40.0,25.0,18.0,False,False,0,44.5,LOADED,RISING
2026-01-01 00:32:00,13073,31.92,bar,23.32,40.0,25.0,18.0,False,False,0,43.7,UNLOADED,FALLING
2026-01-01 00:33:00,10385,25.36,bar,23.32,40.0,25.0,18.0,False,False,0,42.1,UNLOADED,FALLING
2026-01-01 00:34:00,16383,40.0,bar,23.32,40.0,25.0,18.0,False,False,0,41.6,LOADED,RISING
2026-01-01 00:35:00,12827,31.32,bar,23.32,40.0,25.0,18.0,False,False,0,42.3,UNLOADED,FALLING
2026-01-01 00:36:00,9945,24.28,bar,23.32,40.0,25.0,18.0,True,False,1,42.5,UNLOADED,FALLING
2026-01-01 00:37:00,16383,40.0,bar,23.32,40.0,25.0,18.0,False,False,0,42.1,LOADED,RISING
2026-01-01 00:38:00,12420,30.33,bar,23.32,40.0,25.0,18.0,False,False,0,43.9,UNLOADED,FALLING
2026-01-01 00:39:00,9290,22.68,bar,22.68,40.0,25.0,18.0,True,False,1,43.1,UNLOADED,FALLING
2026-01-01 00:40:00,16383,40.0,bar,22.68,40.0,25.0,18.0,False,False,0,43.1,LOADED,RISING
2026-01-01 00:41:00,12089,29.52,bar,22.68,40.0,25.0,18.0,False,False,0,41.1,UNLOADED,FALLING
2026-01-01 00:42:00,8868,21.65,bar,21.65,40.0,25.0,18.0,True,False,1,40.0,UNLOADED,FALLING
2026-01-01 00:43:00,16383,40.0,bar,21.65,40.0,25.0,18.0,False,False,0,40.4,LOADED,RISING
2026-01-01 00:44:00,11902,29.06,bar,21.65,40.0,25.0,18.0,False,False,0,39.0,UNLOADED,FALLING
2026-01-01 00:45:00,8567,20.92,bar,20.92,40.0,25.0,18.0,True,False,1,40.3,UNLOADED,FALLING
2026-01-01 00:46:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,40.9,LOADED,RISING
2026-01-01 00:47:00,11489,28.05,bar,20.92,40.0,25.0,18.0,False,False,0,40.2,UNLOADED,FALLING
2026-01-01 00:48:00,11163,27.26,bar,20.92,40.0,25.0,18.0,False,False,0,40.1,OFF,STABLE
2026-01-01 00:49:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,40.3,LOADED,RISING
2026-01-01 00:50:00,12243,29.89,bar,20.92,40.0,25.0,18.0,False,False,0,40.3,UNLOADED,FALLING
2026-01-01 00:51:00,9044,22.08,bar,20.92,40.0,25.0,18.0,True,False,1,38.7,UNLOADED,FALLING
2026-01-01 00:52:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,41.4,LOADED,RISING
2026-01-01 00:53:00,12156,29.68,bar,20.92,40.0,25.0,18.0,False,False,0,41.0,UNLOADED,FALLING
2026-01-01 00:54:00,9100,22.22,bar,20.92,40.0,25.0,18.0,True,False,1,37.8,UNLOADED,FALLING
2026-01-01 00:55:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,38.3,LOADED,RISING
2026-01-01 00:56:00,12805,31.27,bar,20.92,40.0,25.0,18.0,False,False,0,38.1,UNLOADED,FALLING
2026-01-01 00:57:00,9804,23.94,bar,20.92,40.0,25.0,18.0,True,False,1,39.1,UNLOADED,FALLING
2026-01-01 00:58:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,38.1,LOADED,RISING
2026-01-01 00:59:00,12605,30.78,bar,20.92,40.0,25.0,18.0,False,False,0,37.6,UNLOADED,FALLING
2026-01-01 01:00:00,9835,24.01,bar,20.92,40.0,25.0,18.0,True,False,1,38.6,UNLOADED,FALLING
2026-01-01 01:01:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,36.7,LOADED,RISING
2026-01-01 01:02:00,12347,30.15,bar,20.92,40.0,25.0,18.0,False,False,0,36.5,UNLOADED,FALLING
2026-01-01 01:03:00,9511,23.22,bar,20.92,40.0,25.0,18.0,True,False,1,37.5,UNLOADED,FALLING
2026-01-01 01:04:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,36.5,LOADED,RISING
2026-01-01 01:05:00,12829,31.32,bar,20.92,40.0,25.0,18.0,False,False,0,37.8,UNLOADED,FALLING
2026-01-01 01:06:00,12550,30.64,bar,20.92,40.0,25.0,18.0,False,False,0,37.1,OFF,STABLE
2026-01-01 01:07:00,9819,23.98,bar,20.92,40.0,25.0,18.0,True,False,1,36.9,UNLOADED,FALLING
2026-01-01 01:08:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,38.3,LOADED,RISING
2026-01-01 01:09:00,16049,39.19,bar,20.92,40.0,25.0,18.0,False,False,0,38.1,OFF,STABLE
2026-01-01 01:10:00,13014,31.77,bar,20.92,40.0,25.0,18.0,False,False,0,38.9,UNLOADED,FALLING
2026-01-01 01:11:00,12807,31.27,bar,20.92,40.0,25.0,18.0,False,False,0,38.5,OFF,STABLE
2026-01-01 01:12:00,12642,30.87,bar,20.92,40.0,25.0,18.0,False,False,0,37.2,OFF,STABLE
2026-01-01 01:13:00,12517,30.56,bar,20.92,40.0,25.0,18.0,False,False,0,36.7,OFF,STABLE
2026-01-01 01:14:00,12397,30.27,bar,20.92,40.0,25.0,18.0,False,False,0,35.3,OFF,STABLE
2026-01-01 01:15:00,11343,27.7,bar,20.92,40.0,25.0,18.0,False,False,0,32.5,UNLOADED,FALLING
2026-01-01 01:16:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,31.9,LOADED,RISING
2026-01-01 01:17:00,15055,36.76,bar,20.92,40.0,25.0,18.0,False,False,0,33.1,UNLOADED,FALLING
2026-01-01 01:18:00,13522,33.02,bar,20.92,40.0,25.0,18.0,False,False,0,32.0,UNLOADED,FALLING
2026-01-01 01:19:00,13377,32.66,bar,20.92,40.0,25.0,18.0,False,False,0,30.8,OFF,STABLE
2026-01-01 01:20:00,13282,32.43,bar,20.92,40.0,25.0,18.0,False,False,0,31.9,OFF,STABLE
2026-01-01 01:21:00,12283,29.99,bar,20.92,40.0,25.0,18.0,False,False,0,34.2,UNLOADED,FALLING
2026-01-01 01:22:00,11412,27.86,bar,20.92,40.0,25.0,18.0,False,False,0,31.9,UNLOADED,FALLING
2026-01-01 01:23:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,30.7,LOADED,RISING
2026-01-01 01:24:00,14843,36.24,bar,20.92,40.0,25.0,18.0,False,False,0,30.3,UNLOADED,FALLING
2026-01-01 01:25:00,14693,35.87,bar,20.92,40.0,25.0,18.0,False,False,0,28.6,OFF,STABLE
2026-01-01 01:26:00,12817,31.3,bar,20.92,40.0,25.0,18.0,False,False,0,30.6,UNLOADED,FALLING
2026-01-01 01:27:00,11288,27.56,bar,20.92,40.0,25.0,18.0,False,False,0,31.1,UNLOADED,FALLING
2026-01-01 01:28:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,30.7,LOADED,RISING
2026-01-01 01:29:00,15169,37.04,bar,20.92,40.0,25.0,18.0,False,False,0,30.3,UNLOADED,FALLING
2026-01-01 01:30:00,13830,33.77,bar,20.92,40.0,25.0,18.0,False,False,0,28.8,UNLOADED,FALLING
2026-01-01 01:31:00,13701,33.45,bar,20.92,40.0,25.0,18.0,False,False,0,27.3,OFF,STABLE
2026-01-01 01:32:00,12289,30.01,bar,20.92,40.0,25.0,18.0,False,False,0,26.9,UNLOADED,FALLING
2026-01-01 01:33:00,11193,27.33,bar,20.92,40.0,25.0,18.0,False,False,0,27.7,UNLOADED,FALLING
2026-01-01 01:34:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,28.0,LOADED,RISING
2026-01-01 01:35:00,16235,39.64,bar,20.92,40.0,25.0,18.0,False,False,0,28.4,OFF,STABLE
2026-01-01 01:36:00,14531,35.48,bar,20.92,40.0,25.0,18.0,False,False,0,26.9,UNLOADED,FALLING
2026-01-01 01:37:00,13242,32.33,bar,20.92,40.0,25.0,18.0,False,False,0,27.4,UNLOADED,FALLING
2026-01-01 01:38:00,12059,29.44,bar,20.92,40.0,25.0,18.0,False,False,0,28.2,UNLOADED,FALLING
2026-01-01 01:39:00,11237,27.44,bar,20.92,40.0,25.0,18.0,False,False,0,28.1,UNLOADED,FALLING
2026-01-01 01:40:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,28.1,LOADED,RISING
2026-01-01 01:41:00,16263,39.71,bar,20.92,40.0,25.0,18.0,False,False,0,29.6,OFF,STABLE
2026-01-01 01:42:00,15141,36.97,bar,20.92,40.0,25.0,18.0,False,False,0,31.0,UNLOADED,FALLING
2026-01-01 01:43:00,14075,34.37,bar,20.92,40.0,25.0,18.0,False,False,0,29.9,UNLOADED,FALLING
2026-01-01 01:44:00,14010,34.21,bar,20.92,40.0,25.0,18.0,False,False,0,30.7,OFF,STABLE
2026-01-01 01:45:00,13741,33.55,bar,20.92,40.0,25.0,18.0,False,False,0,31.7,UNLOADED,STABLE
2026-01-01 01:46:00,13350,32.6,bar,20.92,40.0,25.0,18.0,False,False,0,33.4,UNLOADED,STABLE
2026-01-01 01:47:00,13295,32.46,bar,20.92,40.0,25.0,18.0,False,False,0,33.7,OFF,STABLE
2026-01-01 01:48:00,12424,30.34,bar,20.92,40.0,25.0,18.0,False,False,0,34.6,UNLOADED,FALLING
2026-01-01 01:49:00,11491,28.06,bar,20.92,40.0,25.0,18.0,False,False,0,33.4,UNLOADED,FALLING
2026-01-01 01:50:00,10484,25.6,bar,20.92,40.0,25.0,18.0,False,False,0,32.8,UNLOADED,FALLING
2026-01-01 01:51:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,33.8,LOADED,RISING
2026-01-01 01:52:00,16247,39.67,bar,20.92,40.0,25.0,18.0,False,False,0,34.6,OFF,STABLE
2026-01-01 01:53:00,16072,39.24,bar,20.92,40.0,25.0,18.0,False,False,0,34.4,OFF,STABLE
2026-01-01 01:54:00,14269,34.84,bar,20.92,40.0,25.0,18.0,False,False,0,33.0,UNLOADED,FALLING
2026-01-01 01:55:00,12712,31.04,bar,20.92,40.0,25.0,18.0,False,False,0,33.3,UNLOADED,FALLING
2026-01-01 01:56:00,12567,30.68,bar,20.92,40.0,25.0,18.0,False,False,0,31.7,OFF,STABLE
2026-01-01 01:57:00,10817,26.41,bar,20.92,40.0,25.0,18.0,False,False,0,31.3,UNLOADED,FALLING
2026-01-01 01:58:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,31.0,LOADED,RISING
2026-01-01 01:59:00,14504,35.41,bar,20.92,40.0,25.0,18.0,False,False,0,30.2,UNLOADED,FALLING
2026-01-01 02:00:00,12753,31.14,bar,20.92,40.0,25.0,18.0,False,False,0,30.9,UNLOADED,FALLING
2026-01-01 02:01:00,11027,26.92,bar,20.92,40.0,25.0,18.0,False,False,0,31.4,UNLOADED,FALLING
2026-01-01 02:02:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,31.8,LOADED,RISING
2026-01-01 02:03:00,13725,33.51,bar,20.92,40.0,25.0,18.0,False,False,0,30.4,UNLOADED,FALLING
2026-01-01 02:04:00,11313,27.62,bar,20.92,40.0,25.0,18.0,False,False,0,31.3,UNLOADED,FALLING
2026-01-01 02:05:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,31.7,LOADED,RISING
2026-01-01 02:06:00,13365,32.63,bar,20.92,40.0,25.0,18.0,False,False,0,31.5,UNLOADED,FALLING
2026-01-01 02:07:00,11360,27.74,bar,20.92,40.0,25.0,18.0,False,False,0,32.3,UNLOADED,FALLING
2026-01-01 02:08:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,30.6,LOADED,RISING
2026-01-01 02:09:00,13795,33.68,bar,20.92,40.0,25.0,18.0,False,False,0,30.8,UNLOADED,FALLING
2026-01-01 02:10:00,11956,29.19,bar,20.92,40.0,25.0,18.0,False,False,0,29.5,UNLOADED,FALLING
2026-01-01 02:11:00,10559,25.78,bar,20.92,40.0,25.0,18.0,False,False,0,30.3,UNLOADED,FALLING
2026-01-01 02:12:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,29.9,LOADED,RISING
2026-01-01 02:13:00,16099,39.31,bar,20.92,40.0,25.0,18.0,False,False,0,30.6,OFF,STABLE
2026-01-01 02:14:00,13561,33.11,bar,20.92,40.0,25.0,18.0,False,False,0,31.9,UNLOADED,FALLING
2026-01-01 02:15:00,13319,32.52,bar,20.92,40.0,25.0,18.0,False,False,0,30.4,OFF,STABLE
2026-01-01 02:16:00,11085,27.06,bar,20.92,40.0,25.0,18.0,False,False,0,31.3,UNLOADED,FALLING
2026-01-01 02:17:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,31.2,LOADED,RISING
2026-01-01 02:18:00,16119,39.36,bar,20.92,40.0,25.0,18.0,False,False,0,31.5,OFF,STABLE
2026-01-01 02:19:00,13848,33.81,bar,20.92,40.0,25.0,18.0,False,False,0,31.2,UNLOADED,FALLING
2026-01-01 02:20:00,11704,28.58,bar,20.92,40.0,25.0,18.0,False,False,0,30.3,UNLOADED,FALLING
2026-01-01 02:21:00,9839,24.02,bar,20.92,40.0,25.0,18.0,True,False,1,28.9,UNLOADED,FALLING
2026-01-01 02:22:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,29.2,LOADED,RISING
2026-01-01 02:23:00,16123,39.37,bar,20.92,40.0,25.0,18.0,False,False,0,29.2,OFF,STABLE
2026-01-01 02:24:00,15877,38.76,bar,20.92,40.0,25.0,18.0,False,False,0,29.5,OFF,STABLE
2026-01-01 02:25:00,13684,33.41,bar,20.92,40.0,25.0,18.0,False,False,0,29.8,UNLOADED,FALLING
2026-01-01 02:26:00,11696,28.56,bar,20.92,40.0,25.0,18.0,False,False,0,32.1,UNLOADED,FALLING
2026-01-01 02:27:00,11538,28.17,bar,20.92,40.0,25.0,18.0,False,False,0,31.3,OFF,STABLE
2026-01-01 02:28:00,9723,23.74,bar,20.92,40.0,25.0,18.0,True,False,1,29.8,UNLOADED,FALLING
2026-01-01 02:29:00,16383,40.0,bar,20.92,40.0,25.0,18.0,False,False,0,29.5,LOADED,RISING
2026-01-01 02:30:00,16161,39.46,bar,20.92,40.0,25.0,18.0,False,False,0,29.5,OFF,STABLE
2026-01-01 02:31:00,15920,38.87,bar,20.92,40.0,25.0,18.0,False,False,0,28.5,OFF,STABLE
2026-01-01 02:32:00,13343,32.58,bar,20.92,40.0,25.0,18.0,False,False,0,26.0,UNLOADED,FALLING
2026-01-01 02:33:00,11182,27.3,bar,20.92,40.0,25.0,18.0,False,False,0,25.3,UNLOADED,FALLING
2026-01-01 02:34:00,15039,36.72,bar,20.92,40.0,25.0,18.0,False,False,0,25.6,LOADED,RISING
2026-01-01 02:35:00,14763,36.05,bar,20.92,40.0,25.0,18.0,False,False,0,25.8,OFF,STABLE
2026-01-01 02:36:00,14470,35.33,bar,20.92,40.0,25.0,18.0,False,False,0,27.1,OFF,STABLE
2026-01-01 02:37:00,14165,34.59,bar,20.92,40.0,25.0,18.0,False,False,0,27.4,OFF,STABLE
2026-01-01 02:38:00,11601,28.33,bar,20.92,40.0,25.0,18.0,False,False,0,26.1,UNLOADED,FALLING
2026-01-01 02:39:00,9326,22.77,bar,20.92,40.0,25.0,18.0,True,False,1,24.9,UNLOADED,FALLING
2026-01-01 02:40:00,11222,27.4,bar,20.92,40.0,25.0,18.0,False,False,0,23.0,LOADED,RISING
2026-01-01 02:41:00,12486,30.49,bar,20.92,40.0,25.0,18.0,False,False,0,24.8,LOADED,RISING
2026-01-01 02:42:00,12542,30.62,bar,20.92,40.0,25.0,18.0,False,False,0,24.8,LOADED,STABLE
2026-01-01 02:43:00,11870,28.98,bar,20.92,40.0,25.0,18.0,False,False,0,25.9,LOADED,FALLING
2026-01-01 02:44:00,11700,28.57,bar,20.92,40.0,25.0,18.0,False,False,0,25.6,LOADED,STABLE
2026-01-01 02:45:00,11283,27.55,bar,20.92,40.0,25.0,18.0,False,False,0,23.8,LOADED,FALLING
2026-01-01 02:46:00,10418,25.44,bar,20.92,40.0,25.0,18.0,False,False,0,23.2,LOADED,FALLING
2026-01-01 02:47:00,10312,25.18,bar,20.92,40.0,25.0,18.0,False,False,0,20.0,LOADED,STABLE
2026-01-01 02:48:00,11839,28.91,bar,20.92,40.0,25.0,18.0,False,False,0,20.3,LOADED,RISING
2026-01-01 02:49:00,12290,30.01,bar,20.92,40.0,25.0,18.0,False,False,0,19.6,LOADED,RISING
2026-01-01 02:50:00,10386,25.36,bar,20.92,40.0,25.0,18.0,False,False,0,19.7,LOADED,FALLING
2026-01-01 02:51:00,8664,21.15,bar,20.92,40.0,25.0,18.0,True,False,1,19.2,LOADED,FALLING
2026-01-01 02:52:00,7855,19.18,bar,19.18,40.0,25.0,18.0,True,False,1,17.6,LOADED,FALLING
2026-01-01 02:53:00,9650,23.56,bar,19.18,40.0,25.0,18.0,True,False,1,17.7,LOADED,RISING
2026-01-01 02:54:00,10930,26.69,bar,19.18,40.0,25.0,18.0,False,False,0,19.5,LOADED,RISING
2026-01-01 02:55:00,11229,27.42,bar,19.18,40.0,25.0,18.0,False,False,0,20.8,LOADED,STABLE
2026-01-01 02:56:00,12235,29.87,bar,19.18,40.0,25.0,18.0,False,False,0,21.6,LOADED,RISING
2026-01-01 02:57:00,10901,26.62,bar,19.18,40.0,25.0,18.0,False,False,0,22.9,LOADED,FALLING
2026-01-01 02:58:00,9780,23.88,bar,19.18,40.0,25.0,18.0,True,False,1,23.2,LOADED,FALLING
2026-01-01 02:59:00,10352,25.28,bar,19.18,40.0,25.0,18.0,False,False,0,20.8,LOADED,RISING
2026-01-01 03:00:00,10315,25.19,bar,19.18,40.0,25.0,18.0,False,False,0,22.1,LOADED,STABLE
2026-01-01 03:01:00,10419,25.44,bar,19.18,40.0,25.0,18.0,False,False,0,21.6,LOADED,STABLE
2026-01-01 03:02:00,11103,27.11,bar,19.18,40.0,25.0,18.0,False,False,0,20.8,LOADED,RISING
2026-01-01 03:03:00,12427,30.34,bar,19.18,40.0,25.0,18.0,False,False,0,20.5,LOADED,RISING
2026-01-01 03:04:00,13508,32.98,bar,19.18,40.0,25.0,18.0,False,False,0,20.0,LOADED,RISING
2026-01-01 03:05:00,16118,39.35,bar,19.18,40.0,25.0,18.0,False,False,0,21.5,LOADED,RISING
2026-01-01 03:06:00,15913,38.85,bar,19.18,40.0,25.0,18.0,False,False,0,20.0,OFF,STABLE
2026-01-01 03:07:00,15688,38.3,bar,19.18,40.0,25.0,18.0,False,False,0,20.4,OFF,STABLE
2026-01-01 03:08:00,15450,37.72,bar,19.18,40.0,25.0,18.0,False,False,0,19.5,OFF,STABLE
2026-01-01 03:09:00,12859,31.4,bar,19.18,40.0,25.0,18.0,False,False,0,20.7,UNLOADED,FALLING
2026-01-01 03:10:00,10596,25.87,bar,19.18,40.0,25.0,18.0,False,False,0,20.6,UNLOADED,FALLING
2026-01-01 03:11:00,13801,33.7,bar,19.18,40.0,25.0,18.0,False,False,0,21.2,LOADED,RISING
2026-01-01 03:12:00,15697,38.33,bar,19.18,40.0,25.0,18.0,False,False,0,22.6,LOADED,RISING
2026-01-01 03:13:00,13119,32.03,bar,19.18,40.0,25.0,18.0,False,False,0,23.0,UNLOADED,FALLING
2026-01-01 03:14:00,12884,31.46,bar,19.18,40.0,25.0,18.0,False,False,0,23.6,OFF,STABLE
2026-01-01 03:15:00,12659,30.91,bar,19.18,40.0,25.0,18.0,False,False,0,21.2,OFF,STABLE
2026-01-01 03:16:00,10431,25.47,bar,19.18,40.0,25.0,18.0,False,False,0,19.3,UNLOADED,FALLING
2026-01-01 03:17:00,14173,34.61,bar,19.18,40.0,25.0,18.0,False,False,0,18.9,LOADED,RISING
2026-01-01 03:18:00,14119,34.47,bar,19.18,40.0,25.0,18.0,False,False,0,19.3,LOADED,STABLE
2026-01-01 03:19:00,14634,35.73,bar,19.18,40.0,25.0,18.0,False,False,0,19.4,LOADED,RISING
2026-01-01 03:20:00,14845,36.25,bar,19.18,40.0,25.0,18.0,False,False,0,17.4,LOADED,STABLE
2026-01-01 03:21:00,11999,29.3,bar,19.18,40.0,25.0,18.0,False,False,0,17.4,UNLOADED,FALLING
2026-01-01 03:22:00,11765,28.73,bar,19.18,40.0,25.0,18.0,False,False,0,16.4,OFF,STABLE
2026-01-01 03:23:00,9297,22.7,bar,19.18,40.0,25.0,18.0,True,False,1,16.8,UNLOADED,FALLING
2026-01-01 03:24:00,15807,38.59,bar,19.18,40.0,25.0,18.0,False,False,0,16.5,LOADED,RISING
2026-01-01 03:25:00,15520,37.89,bar,19.18,40.0,25.0,18.0,False,False,0,16.0,OFF,STABLE
2026-01-01 03:26:00,15247,37.23,bar,19.18,40.0,25.0,18.0,False,False,0,15.3,OFF,STABLE
2026-01-01 03:27:00,12526,30.58,bar,19.18,40.0,25.0,18.0,False,False,0,16.5,UNLOADED,FALLING
2026-01-01 03:28:00,10035,24.5,bar,19.18,40.0,25.0,18.0,True,False,1,17.1,UNLOADED,FALLING
2026-01-01 03:29:00,14355,35.05,bar,19.18,40.0,25.0,18.0,False,False,0,17.0,LOADED,RISING
2026-01-01 03:30:00,15910,38.85,bar,19.18,40.0,25.0,18.0,False,False,0,17.4,LOADED,RISING
2026-01-01 03:31:00,15648,38.21,bar,19.18,40.0,25.0,18.0,False,False,0,16.1,OFF,STABLE
2026-01-01 03:32:00,13044,31.85,bar,19.18,40.0,25.0,18.0,False,False,0,15.6,UNLOADED,FALLING
2026-01-01 03:33:00,10836,26.46,bar,19.18,40.0,25.0,18.0,False,False,0,13.9,UNLOADED,FALLING
2026-01-01 03:34:00,15520,37.89,bar,19.18,40.0,25.0,18.0,False,False,0,13.6,LOADED,RISING
2026-01-01 03:35:00,13383,32.68,bar,19.18,40.0,25.0,18.0,False,False,0,11.5,UNLOADED,FALLING
2026-01-01 03:36:00,11493,28.06,bar,19.18,40.0,25.0,18.0,False,False,0,11.7,UNLOADED,FALLING
2026-01-01 03:37:00,11338,27.68,bar,19.18,40.0,25.0,18.0,False,False,0,11.1,OFF,STABLE
2026-01-01 03:38:00,16383,40.0,bar,19.18,40.0,25.0,18.0,False,False,0,8.7,LOADED,RISING
2026-01-01 03:39:00,16128,39.38,bar,19.18,40.0,25.0,18.0,False,False,0,9.5,OFF,STABLE
2026-01-01 03:40:00,13312,32.5,bar,19.18,40.0,25.0,18.0,False,False,0,8.5,UNLOADED,FALLING
2026-01-01 03:41:00,11203,27.35,bar,19.18,40.0,25.0,18.0,False,False,0,10.6,UNLOADED,FALLING
2026-01-01 03:42:00,16383,40.0,bar,19.18,40.0,25.0,18.0,False,False,0,12.6,LOADED,RISING
2026-01-01 03:43:00,13635,33.29,bar,19.18,40.0,25.0,18.0,False,False,0,12.5,UNLOADED,FALLING
2026-01-01 03:44:00,13383,32.68,bar,19.18,40.0,25.0,18.0,False,False,0,12.7,OFF,STABLE
2026-01-01 03:45:00,10659,26.03,bar,19.18,40.0,25.0,18.0,False,False,0,12.4,UNLOADED,FALLING
2026-01-01 03:46:00,16383,40.0,bar,19.18,40.0,25.0,18.0,False,False,0,11.3,LOADED,RISING
2026-01-01 03:47:00,12923,31.55,bar,19.18,40.0,25.0,18.0,False,False,0,11.1,UNLOADED,FALLING
2026-01-01 03:48:00,10102,24.67,bar,19.18,40.0,25.0,18.0,True,False,1,10.0,UNLOADED,FALLING
2026-01-01 03:49:00,16383,40.0,bar,19.18,40.0,25.0,18.0,False,False,0,11.1,LOADED,RISING
2026-01-01 03:50:00,12107,29.56,bar,19.18,40.0,25.0,18.0,False,False,0,10.8,UNLOADED,FALLING
