Timestamp,gas_concentration_ppm,micro_particle_index,internal_panel_temp_c,rate_of_thermal_rise_c_per_min,ambient_humidity_pct,air_quality_index,alert_severity_level
2026-01-01 00:41:00,43.49,63.98,158.3,0.64,74.3,6,ALARM
2026-01-01 00:42:00,44.96,65.79,157.9,2.94,80.6,7,ALARM
2026-01-01 00:43:00,46.26,66.89,161.6,2.46,84.2,7,ALARM
2026-01-01 00:44:00,50.56,64.6,160.9,1.54,77.9,7,ALARM
2026-01-01 00:45:00,56.13,67.69,160.4,2.36,71.9,8,ALARM
2026-01-01 00:46:00,51.61,72.9,164.2,2.21,63.7,8,ALARM
2026-01-01 00:47:00,56.42,74.32,163.6,2.61,66.3,8,ALARM
2026-01-01 00:48:00,45.14,66.01,162.9,2.1,64.1,7,ALARM
2026-01-01 00:49:00,44.91,89.23,166.5,2.11,55.8,8,ALARM
2026-01-01 00:50:00,50.72,88.08,165.6,2.64,46.1,8,ALARM
2026-01-01 00:51:00,60.04,92.11,164.7,2.13,52.1,9,ALARM
2026-01-01 00:52:00,59.56,89.57,168.3,2.87,49.5,9,ALARM
2026-01-01 00:53:00,69.27,85.49,167.3,3.96,53.1,10,ALARM
2026-01-01 00:54:00,61.86,94.8,166.3,3.92,55.2,9,ALARM
2026-01-01 00:55:00,59.79,99.28,169.3,3.11,53.1,9,ALARM
2026-01-01 00:56:00,61.92,95.93,168.2,3.12,53.5,10,ALARM
2026-01-01 00:57:00,53.15,86.57,167.0,2.85,64.3,8,ALARM
2026-01-01 00:58:00,49.27,83.89,169.9,1.03,64.7,8,ALARM
2026-01-01 00:59:00,55.97,66.9,168.4,2.05,63.0,8,ALARM
2026-01-01 01:00:00,60.1,85.52,167.0,1.05,64.5,9,ALARM
2026-01-01 01:01:00,55.75,105.32,169.7,0.72,67.9,9,CRITICAL
2026-01-01 01:02:00,45.2,89.17,168.2,1.97,65.8,8,ALARM
2026-01-01 01:03:00,46.64,74.3,167.0,2.39,62.7,7,ALARM
2026-01-01 01:04:00,42.42,46.45,170.2,1.49,64.2,6,ALARM
2026-01-01 01:05:00,37.94,43.5,169.2,1.54,72.1,5,ALARM
2026-01-01 01:06:00,40.41,51.5,167.8,0.86,67.1,6,ALARM
2026-01-01 01:07:00,33.11,69.47,166.6,1.87,57.2,6,ALARM
2026-01-01 01:08:00,45.6,70.26,169.6,2.33,72.9,7,ALARM
2026-01-01 01:09:00,47.39,60.34,168.3,1.24,68.0,7,ALARM
2026-01-01 01:10:00,55.51,55.18,167.0,0.19,77.5,7,ALARM
2026-01-01 01:11:00,62.88,53.1,165.4,0.03,77.9,8,ALARM
2026-01-01 01:12:00,60.63,47.2,163.7,0.56,72.8,7,ALARM
2026-01-01 01:13:00,67.63,44.48,162.2,0.46,67.9,8,ALARM
2026-01-01 01:14:00,59.72,56.74,160.5,1.35,64.0,8,ALARM
2026-01-01 01:15:00,58.67,67.18,158.8,0.46,71.5,8,ALARM
2026-01-01 01:16:00,56.05,58.99,161.0,1.14,72.9,7,ALARM
2026-01-01 01:17:00,58.91,52.46,159.5,0.12,78.7,7,ALARM
2026-01-01 01:18:00,53.09,57.39,158.0,0.47,73.4,7,ALARM
2026-01-01 01:19:00,47.31,57.96,156.5,0.59,64.6,7,ALARM
2026-01-01 01:20:00,50.58,47.71,155.0,0.62,60.6,6,ALARM
2026-01-01 01:21:00,62.76,64.32,153.6,0.81,57.5,8,ALARM
2026-01-01 01:22:00,60.75,64.09,152.2,0.03,60.6,8,ALARM
2026-01-01 01:23:00,65.49,71.43,155.0,-0.14,72.3,9,ALARM
2026-01-01 01:24:00,66.74,78.92,153.3,0.48,66.7,9,ALARM
2026-01-01 01:25:00,64.57,85.85,151.9,1.73,69.1,9,ALARM
2026-01-01 01:26:00,53.15,93.05,150.6,1.37,79.6,9,ALARM
2026-01-01 01:27:00,56.0,78.53,149.4,2.75,78.4,8,ALARM
2026-01-01 01:28:00,50.33,95.76,152.5,2.19,79.0,8,ALARM
2026-01-01 01:29:00,47.11,99.82,151.4,1.76,75.2,8,ALARM
2026-01-01 01:30:00,45.37,91.27,150.2,2.3,71.9,8,ALARM
2026-01-01 01:31:00,45.63,89.25,148.9,1.34,78.3,8,ALARM
2026-01-01 01:32:00,45.72,100.64,147.7,2.17,78.9,8,CRITICAL
2026-01-01 01:33:00,55.47,113.82,146.6,1.86,77.0,10,CRITICAL
2026-01-01 01:34:00,56.46,107.13,149.6,-0.13,78.0,9,CRITICAL
2026-01-01 01:35:00,60.28,101.7,148.4,0.86,66.0,10,CRITICAL
2026-01-01 01:36:00,54.79,109.58,147.1,1.52,71.0,9,CRITICAL
2026-01-01 01:37:00,44.24,103.64,145.9,1.61,64.9,8,CRITICAL
2026-01-01 01:38:00,51.62,99.09,144.8,2.82,57.2,9,ALARM
2026-01-01 01:39:00,58.72,79.55,143.8,0.33,53.9,9,ALARM
2026-01-01 01:40:00,53.53,77.74,147.0,0.07,60.7,8,ALARM
2026-01-01 01:41:00,56.79,49.09,146.1,1.38,58.6,7,ALARM
2026-01-01 01:42:00,64.26,56.64,145.5,-0.42,64.4,8,ALARM
2026-01-01 01:43:00,67.78,58.84,144.9,0.48,62.7,9,ALARM
2026-01-01 01:44:00,55.48,70.07,144.4,0.47,68.9,8,ALARM
2026-01-01 01:45:00,64.19,86.38,144.0,1.26,66.5,9,ALARM
2026-01-01 01:46:00,61.14,84.37,143.6,1.54,69.9,9,ALARM
2026-01-01 01:47:00,53.05,78.89,143.5,1.81,63.3,8,ALARM
2026-01-01 01:48:00,58.34,74.83,143.3,1.89,61.6,8,ALARM
2026-01-01 01:49:00,55.61,73.9,142.9,3.07,76.8,8,ALARM
2026-01-01 01:50:00,52.15,79.5,142.4,3.68,79.0,8,ALARM
2026-01-01 01:51:00,55.06,85.82,146.1,4.27,78.8,8,ALARM
2026-01-01 01:52:00,51.36,73.58,145.8,3.18,77.9,8,ALARM
2026-01-01 01:53:00,49.89,79.89,145.5,2.21,71.6,8,ALARM
2026-01-01 01:54:00,49.78,64.55,144.9,2.09,69.0,7,ALARM
2026-01-01 01:55:00,51.06,80.12,144.4,2.27,72.7,8,ALARM
2026-01-01 01:56:00,46.3,89.23,143.8,1.33,71.5,8,ALARM
2026-01-01 01:57:00,50.02,102.48,143.2,0.33,74.8,9,CRITICAL
2026-01-01 01:58:00,45.96,108.32,146.7,0.58,76.5,8,CRITICAL
2026-01-01 01:59:00,47.18,94.51,146.0,0.85,71.7,8,ALARM
2026-01-01 02:00:00,48.89,84.93,145.2,-0.84,77.4,8,ALARM
2026-01-01 02:01:00,42.71,87.47,144.5,-0.23,77.9,7,ALARM
2026-01-01 02:02:00,40.96,75.82,147.8,1.07,88.0,7,ALARM
2026-01-01 02:03:00,26.62,70.53,146.7,3.06,85.0,5,ALARM
2026-01-01 02:04:00,35.02,61.33,145.8,0.94,83.6,5,ALARM
2026-01-01 02:05:00,35.08,46.57,148.8,1.77,92.6,5,ALARM
2026-01-01 02:06:00,42.25,50.84,147.9,1.66,91.4,6,ALARM
2026-01-01 02:07:00,43.45,65.21,147.0,1.76,84.2,6,ALARM
2026-01-01 02:08:00,42.5,52.45,168.8,1.23,79.6,6,ALARM
2026-01-01 02:09:00,42.67,61.99,166.5,3.79,83.8,6,ALARM
2026-01-01 02:10:00,37.81,59.38,164.3,2.54,83.4,6,ALARM
2026-01-01 02:11:00,39.77,75.06,162.3,1.37,87.6,6,ALARM
2026-01-01 02:12:00,43.79,72.61,164.4,1.66,91.3,7,ALARM
2026-01-01 02:13:00,37.84,80.34,162.3,1.09,81.4,6,ALARM
2026-01-01 02:14:00,40.63,84.91,179.1,2.0,78.2,7,ALARM
2026-01-01 02:15:00,48.44,104.69,176.0,1.56,79.8,9,CRITICAL
2026-01-01 02:16:00,52.62,86.75,173.2,2.76,78.7,8,ALARM
2026-01-01 02:17:00,56.73,85.77,174.7,2.45,80.8,9,ALARM
2026-01-01 02:18:00,61.99,84.82,172.2,2.8,75.9,9,ALARM
2026-01-01 02:19:00,60.98,65.33,169.7,2.63,77.9,8,ALARM
2026-01-01 02:20:00,60.36,73.83,167.4,2.58,78.4,8,ALARM
2026-01-01 02:21:00,56.71,64.82,165.2,3.45,84.9,8,ALARM
2026-01-01 02:22:00,66.75,63.91,167.2,4.66,73.2,9,ALARM
2026-01-01 02:23:00,64.44,71.48,165.0,4.59,73.8,9,ALARM
2026-01-01 02:24:00,66.47,71.59,163.0,4.33,66.2,9,ALARM
2026-01-01 02:25:00,70.9,82.67,161.1,4.58,52.9,10,ALARM
2026-01-01 02:26:00,74.78,96.9,159.5,4.52,58.6,10,ALARM
2026-01-01 02:27:00,76.11,96.12,157.8,6.38,53.0,10,ALARM
2026-01-01 02:28:00,78.21,106.4,156.2,5.11,53.2,10,CRITICAL
2026-01-01 02:29:00,78.22,101.37,158.6,5.42,61.5,10,CRITICAL
2026-01-01 02:30:00,81.97,91.77,157.1,4.59,62.9,10,CRITICAL
2026-01-01 02:31:00,83.16,75.59,155.7,4.97,60.5,10,CRITICAL
2026-01-01 02:32:00,74.36,68.4,154.2,4.58,55.1,10,ALARM
2026-01-01 02:33:00,77.34,45.42,152.7,3.39,52.9,9,ALARM
2026-01-01 02:34:00,79.56,40.46,155.3,2.91,55.7,9,ALARM
2026-01-01 02:35:00,69.33,36.26,153.7,4.01,44.9,8,ALARM
2026-01-01 02:36:00,62.4,50.77,152.2,4.63,55.5,8,ALARM
2026-01-01 02:37:00,58.57,42.6,151.0,5.23,59.5,7,ALARM
2026-01-01 02:38:00,55.68,43.38,149.8,3.27,72.1,7,ALARM
2026-01-01 02:39:00,47.09,61.52,148.6,3.65,76.2,7,ALARM
2026-01-01 02:40:00,42.06,57.75,151.4,3.03,83.2,6,ALARM
2026-01-01 02:41:00,46.17,41.4,154.1,3.31,84.9,6,ALARM
2026-01-01 02:42:00,43.9,36.4,156.7,2.49,92.9,5,ALARM
2026-01-01 02:43:00,41.02,46.04,158.9,3.06,88.4,5,ALARM
2026-01-01 02:44:00,46.81,28.58,161.1,2.22,87.2,5,ALARM
2026-01-01 02:45:00,50.71,42.05,163.1,1.42,87.1,6,ALARM
2026-01-01 02:46:00,56.23,37.09,164.9,0.4,83.8,7,ALARM
2026-01-01 02:47:00,59.7,55.4,166.6,1.72,90.7,8,ALARM
2026-01-01 02:48:00,49.52,57.72,168.2,0.92,91.1,7,ALARM
2026-01-01 02:49:00,45.75,54.35,169.7,2.15,86.5,6,ALARM
2026-01-01 02:50:00,52.13,53.05,171.2,1.38,87.7,7,ALARM
2026-01-01 02:51:00,53.04,60.13,172.2,0.36,85.5,7,ALARM
2026-01-01 02:52:00,54.25,58.71,173.1,-0.1,74.4,7,ALARM
2026-01-01 02:53:00,51.72,57.69,173.9,2.36,76.0,7,ALARM
2026-01-01 02:54:00,54.64,72.27,174.7,1.98,82.0,8,ALARM
2026-01-01 02:55:00,51.78,77.66,175.4,2.14,75.1,8,ALARM
2026-01-01 02:56:00,48.24,86.52,176.0,0.53,70.3,8,ALARM
2026-01-01 02:57:00,48.09,95.54,176.7,0.39,73.1,8,ALARM
2026-01-01 02:58:00,45.33,83.96,177.4,-0.21,69.4,7,ALARM
2026-01-01 02:59:00,43.32,93.3,178.2,0.05,75.1,8,ALARM
2026-01-01 03:00:00,41.05,93.82,178.9,0.44,67.8,7,ALARM
2026-01-01 03:01:00,41.7,86.97,179.6,-0.97,68.8,7,ALARM
2026-01-01 03:02:00,33.71,84.23,180.0,0.39,64.4,6,ALARM
2026-01-01 03:03:00,29.77,81.88,180.3,1.84,57.9,6,ALARM
2026-01-01 03:04:00,25.93,70.54,180.7,1.15,58.7,5,ALARM
2026-01-01 03:05:00,31.64,73.94,181.4,1.33,54.4,6,ALARM
2026-01-01 03:06:00,29.89,83.14,177.9,-0.7,64.5,6,ALARM
2026-01-01 03:07:00,29.67,59.54,174.6,-1.35,62.1,5,ALARM
2026-01-01 03:08:00,41.56,61.5,171.4,-1.92,60.7,6,ALARM
2026-01-01 03:09:00,41.66,51.42,168.6,-2.47,64.3,6,ALARM
2026-01-01 03:10:00,43.47,49.76,166.3,-3.0,64.2,6,ALARM
2026-01-01 03:11:00,42.38,37.37,168.2,-1.98,63.0,5,ALARM
2026-01-01 03:12:00,42.43,47.38,169.9,-2.54,70.2,6,ALARM
2026-01-01 03:13:00,47.61,52.71,167.4,-3.39,76.2,6,ALARM
2026-01-01 03:14:00,32.37,62.24,165.0,-2.05,90.3,5,ALARM
2026-01-01 03:15:00,39.28,66.0,162.6,-2.55,84.2,6,ALARM
2026-01-01 03:16:00,46.65,86.19,160.1,-3.14,79.9,8,ALARM
2026-01-01 03:17:00,40.34,83.16,162.0,-3.02,87.6,7,ALARM
2026-01-01 03:18:00,37.11,88.23,163.8,-1.55,91.9,7,ALARM
2026-01-01 03:19:00,40.51,76.23,165.4,-2.08,94.1,7,ALARM
2026-01-01 03:20:00,41.43,76.89,166.9,-0.15,93.4,7,ALARM
2026-01-01 03:21:00,46.48,70.72,164.2,-0.57,94.9,7,ALARM
2026-01-01 03:22:00,49.39,59.69,161.5,0.22,91.7,7,ALARM
2026-01-01 03:23:00,50.72,62.01,159.0,-0.04,78.6,7,ALARM
2026-01-01 03:24:00,55.54,64.62,160.5,0.72,75.6,8,ALARM
2026-01-01 03:25:00,61.83,77.25,157.9,2.65,84.4,9,ALARM
2026-01-01 03:26:00,56.87,81.82,155.5,2.53,90.3,8,ALARM
2026-01-01 03:27:00,52.91,80.51,153.2,2.73,91.3,8,ALARM
2026-01-01 03:28:00,50.88,81.97,151.1,3.69,97.3,8,ALARM
2026-01-01 03:29:00,46.29,79.14,153.3,2.21,88.0,7,ALARM
2026-01-01 03:30:00,43.2,73.97,155.3,3.5,86.7,7,ALARM
2026-01-01 03:31:00,51.57,73.39,152.9,3.76,88.4,8,ALARM
2026-01-01 03:32:00,54.14,74.37,150.6,2.84,84.4,8,ALARM
2026-01-01 03:33:00,46.45,69.14,148.4,3.53,93.2,7,ALARM
2026-01-01 03:34:00,48.34,63.09,150.3,4.37,89.3,7,ALARM
2026-01-01 03:35:00,59.94,58.4,148.0,3.06,81.8,8,ALARM
2026-01-01 03:36:00,56.5,71.67,145.8,3.24,75.4,8,ALARM
2026-01-01 03:37:00,50.52,64.61,143.6,3.16,76.6,7,ALARM
2026-01-01 03:38:00,54.49,70.55,145.3,3.34,69.8,8,ALARM
2026-01-01 03:39:00,56.74,50.85,143.0,4.99,71.3,7,ALARM
2026-01-01 03:40:00,62.42,79.86,140.7,4.15,79.1,9,ALARM
2026-01-01 03:41:00,59.0,69.78,138.7,2.95,86.9,8,ALARM
2026-01-01 03:42:00,46.35,59.13,140.9,3.53,90.7,6,ALARM
2026-01-01 03:43:00,45.71,53.79,139.2,3.29,95.4,6,ALARM
2026-01-01 03:44:00,45.86,63.77,137.5,4.71,98.1,7,ALARM
2026-01-01 03:45:00,43.06,68.33,136.0,5.03,100.8,7,ALARM
2026-01-01 03:46:00,48.47,70.65,138.4,3.35,97.4,7,ALARM
2026-01-01 03:47:00,49.17,73.24,136.6,3.3,92.0,7,ALARM
2026-01-01 03:48:00,47.07,70.37,134.7,3.05,84.2,7,ALARM
2026-01-01 03:49:00,51.88,78.85,136.9,2.84,76.5,8,ALARM
2026-01-01 03:50:00,48.43,76.44,135.2,1.6,72.5,7,ALARM
2026-01-01 03:51:00,43.18,91.16,133.5,0.24,68.5,7,ALARM
2026-01-01 03:52:00,41.72,85.65,132.0,0.09,74.3,7,ALARM
2026-01-01 03:53:00,50.12,80.16,134.3,1.28,73.6,8,ALARM
2026-01-01 03:54:00,50.04,65.91,132.8,1.08,68.1,7,ALARM
2026-01-01 03:55:00,47.33,52.19,131.6,1.39,65.3,6,ALARM
2026-01-01 03:56:00,42.74,56.81,134.6,2.13,61.8,6,ALARM
2026-01-01 03:57:00,41.94,58.42,133.3,1.51,58.1,6,ALARM
2026-01-01 03:58:00,41.76,56.91,132.0,1.85,58.8,6,ALARM
2026-01-01 03:59:00,38.82,53.69,130.9,1.55,60.2,6,ALARM
2026-01-01 04:00:00,37.75,61.7,133.9,1.2,60.0,6,ALARM
2026-01-01 04:01:00,36.21,60.78,132.7,1.79,67.5,6,ALARM
2026-01-01 04:02:00,30.2,60.64,131.5,2.35,66.7,5,ALARM
2026-01-01 04:03:00,21.27,51.09,134.5,1.89,72.0,4,ALARM
2026-01-01 04:04:00,24.98,50.11,133.5,3.02,67.8,4,ALARM
2026-01-01 04:05:00,24.15,45.6,132.7,3.45,59.7,4,WARNING
2026-01-01 04:06:00,25.19,32.4,135.9,3.79,66.2,3,WARNING
2026-01-01 04:07:00,30.29,42.49,134.8,3.46,60.6,4,ALARM
2026-01-01 04:08:00,31.25,13.64,133.9,4.13,51.9,3,ALARM
2026-01-01 04:09:00,35.02,4.25,137.0,4.21,51.3,3,ALARM
2026-01-01 04:10:00,26.42,9.29,136.1,3.39,65.4,3,WARNING
2026-01-01 04:11:00,31.53,8.94,135.1,5.38,55.1,3,ALARM
2026-01-01 04:12:00,33.46,19.41,138.2,5.51,56.1,4,ALARM
2026-01-01 04:13:00,40.45,40.32,137.1,6.09,59.0,5,ALARM
2026-01-01 04:14:00,40.74,53.2,136.3,5.65,58.6,6,ALARM
2026-01-01 04:15:00,42.45,46.74,139.6,4.48,60.2,6,ALARM
2026-01-01 04:16:00,47.43,58.47,138.9,4.82,67.6,7,ALARM
2026-01-01 04:17:00,52.81,47.98,138.2,4.69,64.9,7,ALARM
2026-01-01 04:18:00,50.65,63.4,137.6,3.75,70.1,7,ALARM
2026-01-01 04:19:00,57.6,68.58,140.9,2.58,75.8,8,ALARM
2026-01-01 04:20:00,63.77,49.36,139.9,3.17,79.4,8,ALARM
2026-01-01 04:21:00,57.19,48.3,139.0,3.44,70.2,7,ALARM
2026-01-01 04:22:00,51.35,61.29,142.1,2.32,76.4,7,ALARM
2026-01-01 04:23:00,51.44,53.39,140.9,2.64,75.4,7,ALARM
2026-01-01 04:24:00,63.64,59.88,143.7,1.76,74.4,8,ALARM
2026-01-01 04:25:00,60.33,68.22,142.5,0.67,70.7,8,ALARM
2026-01-01 04:26:00,57.16,63.38,145.2,-0.0,76.1,8,ALARM
2026-01-01 04:27:00,57.51,71.13,143.8,0.79,77.2,8,ALARM
2026-01-01 04:28:00,57.61,73.68,146.5,0.06,72.0,8,ALARM
2026-01-01 04:29:00,52.73,65.33,145.2,0.19,72.2,7,ALARM
2026-01-01 04:30:00,50.73,74.86,148.2,0.45,75.8,8,ALARM
2026-01-01 04:31:00,50.26,83.84,150.9,-0.3,73.6,8,ALARM
2026-01-01 04:32:00,54.56,84.66,153.3,0.07,78.8,8,ALARM
2026-01-01 04:33:00,57.98,92.61,166.6,1.05,79.4,9,ALARM
2026-01-01 04:34:00,53.23,94.8,168.0,0.17,80.5,9,ALARM
2026-01-01 04:35:00,57.8,92.65,165.3,0.15,81.7,9,ALARM
2026-01-01 04:36:00,59.26,94.7,167.0,-0.28,78.8,9,ALARM
2026-01-01 04:37:00,64.82,88.74,164.7,-0.42,73.5,10,ALARM
2026-01-01 04:38:00,63.76,97.66,166.6,1.33,71.9,10,ALARM
2026-01-01 04:39:00,65.58,94.36,168.4,-0.44,74.9,10,ALARM
2026-01-01 04:40:00,72.57,89.11,170.0,1.0,77.1,10,ALARM
2026-01-01 04:41:00,69.22,64.02,171.5,2.89,86.2,9,ALARM
2026-01-01 04:42:00,68.93,74.53,172.9,3.4,81.7,9,ALARM
2026-01-01 04:43:00,59.52,83.6,170.2,3.86,79.6,9,ALARM
2026-01-01 04:44:00,61.14,84.55,171.8,3.19,76.2,9,ALARM
2026-01-01 04:45:00,55.23,71.73,169.2,2.16,80.3,8,ALARM
2026-01-01 04:46:00,47.33,64.6,170.9,3.64,83.0,7,ALARM
2026-01-01 04:47:00,48.99,54.68,168.5,3.94,83.9,7,ALARM
2026-01-01 04:48:00,56.55,57.1,170.7,3.96,83.2,7,ALARM
2026-01-01 04:49:00,63.63,58.31,168.8,4.96,83.2,8,ALARM
2026-01-01 04:50:00,60.11,65.26,167.2,4.55,79.0,8,ALARM
2026-01-01 04:51:00,53.91,76.12,169.9,3.85,91.0,8,ALARM
2026-01-01 04:52:00,54.04,74.59,172.5,4.83,90.9,8,ALARM
2026-01-01 04:53:00,53.0,63.7,174.9,4.33,89.6,7,ALARM
2026-01-01 04:54:00,49.63,74.61,177.0,4.35,90.3,7,ALARM
2026-01-01 04:55:00,56.13,90.56,174.9,5.33,91.9,9,ALARM
2026-01-01 04:56:00,56.12,79.22,172.8,4.03,90.1,8,ALARM
2026-01-01 04:57:00,61.1,95.44,170.9,6.49,95.8,9,ALARM
2026-01-01 04:58:00,58.27,112.06,173.1,5.55,92.5,10,CRITICAL
2026-01-01 04:59:00,53.8,117.75,170.9,5.88,86.7,10,CRITICAL
2026-01-01 05:00:00,52.36,99.81,169.1,5.96,91.0,9,ALARM
2026-01-01 05:01:00,56.16,89.98,167.2,6.53,85.8,9,ALARM
2026-01-01 05:02:00,54.95,84.59,165.5,4.85,82.8,8,ALARM
2026-01-01 05:03:00,43.6,63.24,167.7,3.78,85.9,6,ALARM
2026-01-01 05:04:00,33.32,60.55,165.8,2.89,95.2,5,ALARM
2026-01-01 05:05:00,32.24,73.21,164.3,3.27,90.8,6,ALARM
2026-01-01 05:06:00,45.01,75.95,166.8,2.97,83.7,7,ALARM
2026-01-01 05:07:00,41.83,88.28,165.0,2.27,84.9,7,ALARM
2026-01-01 05:08:00,44.11,76.83,163.6,2.29,80.5,7,ALARM
2026-01-01 05:09:00,48.77,77.43,166.0,2.59,86.1,7,ALARM
2026-01-01 05:10:00,43.56,79.55,164.3,3.01,82.3,7,ALARM
2026-01-01 05:11:00,42.86,94.79,163.0,2.01,89.5,8,ALARM
2026-01-01 05:12:00,39.93,90.88,161.6,2.74,80.1,7,ALARM
2026-01-01 05:13:00,36.14,92.76,164.2,3.06,77.8,7,ALARM
2026-01-01 05:14:00,31.02,92.29,162.8,3.75,75.4,6,ALARM
2026-01-01 05:15:00,24.32,87.83,161.5,4.67,67.6,5,ALARM
2026-01-01 05:16:00,24.38,94.77,164.1,4.41,62.4,6,ALARM
2026-01-01 05:17:00,37.32,86.97,162.4,3.12,64.6,7,ALARM
2026-01-01 05:18:00,42.33,94.1,160.9,3.23,62.5,7,ALARM
2026-01-01 05:19:00,43.57,107.6,163.5,3.31,57.2,8,CRITICAL
2026-01-01 05:20:00,34.93,103.15,162.1,2.92,62.8,7,CRITICAL
2026-01-01 05:21:00,37.09,107.26,160.9,4.17,66.4,7,CRITICAL
2026-01-01 05:22:00,39.18,103.07,159.8,3.77,72.9,8,CRITICAL
2026-01-01 05:23:00,33.03,110.5,162.8,2.51,75.2,7,CRITICAL
2026-01-01 05:24:00,33.33,87.76,161.8,3.48,71.1,6,ALARM
2026-01-01 05:25:00,33.04,82.88,160.8,2.0,72.7,6,ALARM
2026-01-01 05:26:00,31.2,88.93,159.8,1.77,81.5,6,ALARM
2026-01-01 05:27:00,34.31,69.16,158.8,0.73,81.8,6,ALARM
2026-01-01 05:28:00,33.91,66.71,157.8,2.28,84.6,6,ALARM
2026-01-01 05:29:00,37.84,73.5,156.9,2.96,74.6,6,ALARM
2026-01-01 05:30:00,38.37,91.93,159.9,3.63,75.8,7,ALARM
2026-01-01 05:31:00,35.14,95.17,158.8,3.93,77.2,7,ALARM
2026-01-01 05:32:00,41.48,99.46,157.7,4.81,82.1,8,ALARM
2026-01-01 05:33:00,42.8,92.18,156.7,5.66,74.8,7,ALARM
2026-01-01 05:34:00,47.59,83.38,155.8,6.14,77.3,8,ALARM
2026-01-01 05:35:00,42.86,62.89,154.9,3.97,70.1,6,ALARM
2026-01-01 05:36:00,41.46,53.34,154.0,4.5,68.3,6,ALARM
2026-01-01 05:37:00,47.72,47.9,153.1,3.74,71.5,6,ALARM
2026-01-01 05:38:00,53.35,50.8,152.2,4.64,74.1,7,ALARM
2026-01-01 05:39:00,47.61,62.09,151.5,4.25,81.4,7,ALARM
2026-01-01 05:40:00,38.35,54.43,150.7,4.05,83.2,6,ALARM
2026-01-01 05:41:00,38.92,45.3,153.8,4.0,86.1,5,ALARM
2026-01-01 05:42:00,32.01,33.83,152.7,3.14,94.5,4,ALARM
